"","event_site_name","site_class","state"
"353","1TC - Upper Tucker Creek","YAK_upstream","Yakima River Upstream"
"354","2BC - Lower Big Creek, Yakima Basin","YAK_upstream","Yakima River Upstream"
"355","2LC - Lower Little Creek, Yakima","YAK_upstream","Yakima River Upstream"
"356","AH1 - Ahtanum at Lasalle HS","YAK_upstream","Yakima River Upstream"
"357","BOX - Box Canyon Creek","YAK_upstream","Yakima River Upstream"
"358","CFJ - Clark Flat Acc. Pond","YAK_upstream","Yakima River Upstream"
"359","CLE - Cle Elum Dam Interim Bypass","YAK_upstream","Yakima River Upstream"
"360","ESD - Easton Diversion Dam","YAK_upstream","Yakima River Upstream"
"361","ESJ - Easton Acc. Pond","YAK_upstream","Yakima River Upstream"
"362","JCJ - Jack Creek Acc. Pond","YAK_upstream","Yakima River Upstream"
"363","KCH - Keechelus Dam Outflow","YAK_upstream","Yakima River Upstream"
"364","LMC - Lower Manastash Creek","YAK_upstream","Yakima River Upstream"
"365","LMT - Lower Mainstem Teanaway River","YAK_upstream","Yakima River Upstream"
"366","LNR - Lower Naches River","YAK_upstream","Yakima River Upstream"
"367","LWC - Lower Wenas Creek","YAK_upstream","Yakima River Upstream"
"368","NFT - North Fork Teanaway River","YAK_upstream","Yakima River Upstream"
"369","ROZ - Roza Diversion Dam (Combined)","YAK_upstream","Yakima River Upstream"
"370","RZF - Roza Dam Fishway","YAK_upstream","Yakima River Upstream"
"371","SAT - Lower Satus Creek","YAK_upstream","Yakima River Upstream"
"372","SM1 - Simcoe Creek at Stephensen Rd","YAK_upstream","Yakima River Upstream"
"373","SSJ - SUNNYSIDE JUVENILE","YAK_upstream","Yakima River Upstream"
"374","SUN - Sunnyside Instream Array","YAK_upstream","Yakima River Upstream"
"375","SWK - Lower Swauk Creek","YAK_upstream","Yakima River Upstream"
"376","TAN - Taneum Creek Instream","YAK_upstream","Yakima River Upstream"
"377","TKC - Tucker Creek, Yakima Basin","YAK_upstream","Yakima River Upstream"
"378","TLC - Tillman Creek, Yakima Basin","YAK_upstream","Yakima River Upstream"
"379","TOP - Lower Toppenish Creek","YAK_upstream","Yakima River Upstream"
"380","TP2 - Toppenish Creek at Simcoe Ck","YAK_upstream","Yakima River Upstream"
"381","TPC - Toppenish Creek at Lateral C","YAK_upstream","Yakima River Upstream"
"382","TU2 - Toppenish Unit 2","YAK_upstream","Yakima River Upstream"
"383","UMC - Upper Manastash Creek","YAK_upstream","Yakima River Upstream"
"384","UMT - Upper main stem Teanaway River","YAK_upstream","Yakima River Upstream"
"385","WCC - Wilson and Cherry creeks","YAK_upstream","Yakima River Upstream"
"386","WIC - Williams Creek","YAK_upstream","Yakima River Upstream"
"387","AB1 - Abernathy Creek FWS Tech Cntr.","pre_BON_inriver","mainstem, BON to MCN"
"388","AB2 - Abernathy Creek Farmers Bridge","pre_BON_inriver","mainstem, BON to MCN"
"389","AB3 - Lower Abernathy Creek","pre_BON_inriver","mainstem, BON to MCN"
"390","AB4 - Abernathy Creek Hatch Channel","pre_BON_inriver","mainstem, BON to MCN"
"391","AB5 - Abernathy Creek Concrete Weir","pre_BON_inriver","mainstem, BON to MCN"
"392","CFD - Cowlitz Falls Dam","pre_BON_inriver","mainstem, BON to MCN"
"393","CGJ - Cougar Dam PFFC","pre_BON_inriver","mainstem, BON to MCN"
"394","CR1 - Chinook River Sea Resources CF","pre_BON_inriver","mainstem, BON to MCN"
"395","CR2 - Chinook River HWY 101 Bridge","pre_BON_inriver","mainstem, BON to MCN"
"396","CR3 - Chinook River at Culvert","pre_BON_inriver","mainstem, BON to MCN"
"397","CSH - Cowlitz Salmon Hatchery Ladder","pre_BON_inriver","mainstem, BON to MCN"
"398","DXP - Dexter Ponds Fish Ladder","pre_BON_inriver","mainstem, BON to MCN"
"399","ECH - Eagle Creek Hatchery Ladder","pre_BON_inriver","mainstem, BON to MCN"
"400","ECL - Eagle Creek Lower Fish Ladder","pre_BON_inriver","mainstem, BON to MCN"
"401","FOL - Foster Dam Ladder S Santiam R","pre_BON_inriver","mainstem, BON to MCN"
"402","FOS - Foster Dam Weir","pre_BON_inriver","mainstem, BON to MCN"
"403","GM1 - Lower Germany Creek","pre_BON_inriver","mainstem, BON to MCN"
"404","KAL - Kalama River Instream Array","pre_BON_inriver","mainstem, BON to MCN"
"405","LD1 - Lebanon Dam South Ladder","pre_BON_inriver","mainstem, BON to MCN"
"406","LD2 - Lebanon Dam North Ladder","pre_BON_inriver","mainstem, BON to MCN"
"407","LD3 - Lebanon Dam Diversion Bypass","pre_BON_inriver","mainstem, BON to MCN"
"408","LD4 - Lebanon Dam Spillway","pre_BON_inriver","mainstem, BON to MCN"
"409","LEA - Leaburg Dam Combined Fishways","pre_BON_inriver","mainstem, BON to MCN"
"410","LEL - Leaburg Dam Fish Ladders","pre_BON_inriver","mainstem, BON to MCN"
"411","LRH - Lewis River Hatchery Returns","pre_BON_inriver","mainstem, BON to MCN"
"412","MHP - Merwin Hydroeletric Project","pre_BON_inriver","mainstem, BON to MCN"
"413","ML1 - Lower Mill Creek (MILL4C)","pre_BON_inriver","mainstem, BON to MCN"
"414","NSB - N Santiam at Upper Bennett Dam","pre_BON_inriver","mainstem, BON to MCN"
"415","NSM - Minto Dam Ladder N Santiam R","pre_BON_inriver","mainstem, BON to MCN"
"416","NSS - North Santiam at Stayton Canal","pre_BON_inriver","mainstem, BON to MCN"
"417","SFC - Cougar DamTailrace SF McKenzie","pre_BON_inriver","mainstem, BON to MCN"
"418","SFM - South Fork McKenzie River","pre_BON_inriver","mainstem, BON to MCN"
"419","SHP - Swift Hydroelectric Project","pre_BON_inriver","mainstem, BON to MCN"
"420","SID - Sauvie Island Dairy Creek","pre_BON_inriver","mainstem, BON to MCN"
"421","SUJ - Sullivan Dam Juvenile","pre_BON_inriver","mainstem, BON to MCN"
"422","TCM - Tryon Creek Mouth","pre_BON_inriver","mainstem, BON to MCN"
"423","WFF - Willamette Falls Fishway","pre_BON_inriver","mainstem, BON to MCN"
"424","WLT - Walterville Fish Bypass Exit","pre_BON_inriver","mainstem, BON to MCN"
"425","WRP - Woodland Release Ponds","pre_BON_inriver","mainstem, BON to MCN"
"426","COU - Couse Creek Near Mouth","LGR_upstream_other_trib_sites","Upstream LGR other tributaries"
"427","PWA - Penawawa Creek","ICH_LGR_other_trib_sites","ICH to LGR other tributaries"
"428","85M - Eightmile Ck at Fivemile Ck","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"429","CAL - Carson NFH Adult Return Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"430","CBL - Clear Branch below the Dam","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"431","CBS - Clear Branch Dam spillway","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"432","CFF - Castile Falls Fishway","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"433","HLX - Hemlock Dam Fish Ladder Exp.","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"434","KLR - Klickitat Riv. Floating Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"435","LFF - Lyle Falls Fishway","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"436","LKR - Little Klickitat River Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"437","LWL - Ltl. White Salmon NFH returns","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"438","MIN - Mine Reach of Wind River, WA","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"439","MTD - Mill Creek at The Dalles","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"440","RCL - Rock Creek (WA) at rkm 5","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"441","RCS - Rock Creek (WA) at rkm 14","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"442","RCX - Rattlesnake Creek Flat Plates","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"443","SCL - Spring Creek NFH Adult Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"444","SFL - Shipherd Falls Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"445","SUC - Summit Creek, Klickitat","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"446","SWC - Swale Creek Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"447","SYC - Snyder Creek PIT Tag Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"448","TC4 - Trout Creek at 43 Road Bridge","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"449","TRA - Trout Creek Auxillary Site","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"450","TRC - Trout Creek, Wind River","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"451","WHC - Lwr White Creek, Klickitat Bsn","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"452","WRA - Upper Wind River Auxillary","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"453","WRU - Upper Wind River (WA) rkm 30","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"454","BCA - Blue Creek Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"455","BSH - Big Sheep Crk. Upper Columbia ","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"456","FST - Foster Creek","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"457","NES - Nespelem River Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"458","ONC - Onion Creek Upper Columbia","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"459","SPR - Sanpoil River Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"460","WFS - West Fork Sanpoil River","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"461","ESANIS - East Sand Island, Columbia River","pre_BON_inriver","mainstem, mouth to BON"
"462","TWX - Estuary Towed Array (Exp.)","pre_BON_inriver","mainstem, mouth to BON"
"463","BONH - Bonneville Hatchery","pre_BON_inriver","mainstem, mouth to BON"
"464","PD7 - Columbia River Estuary rkm 70","pre_BON_inriver","mainstem, mouth to BON"
"465","BHL - Adult Fishway at BONH","pre_BON_inriver","mainstem, mouth to BON"
"466","CCC - Carrolls Channel, Lwr Col Riv","pre_BON_inriver","mainstem, mouth to BON"
"467","CIC - Cottonwood Island, Lwr Col Rvr","pre_BON_inriver","mainstem, mouth to BON"
"468","ESX - Estuary Saltwater Experiment","pre_BON_inriver","mainstem, mouth to BON"
"469","MEG - Megler Cr.-Col. R. Estuary","pre_BON_inriver","mainstem, mouth to BON"
"470","PD5 - Columbia River Estuary rkm 62","pre_BON_inriver","mainstem, mouth to BON"
"471","PD6 - Columbia River Estuary rkm 68","pre_BON_inriver","mainstem, mouth to BON"
"472","PD8 - Columbia River Estuary rkm 82","pre_BON_inriver","mainstem, mouth to BON"
"473","BO1 - Bonneville Bradford Is. Ladder - ABORTED","BON_aborted","mainstem, mouth to BON"
"474","BO2-BO3-BO4 - ABORTED","BON_aborted","mainstem, mouth to BON"
"475","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)","BON_MCN_inriver","mainstem, BON to MCN"
"476","The Dalles Adult Fishways (combined)","BON_MCN_inriver","mainstem, BON to MCN"
"477","JDJ - John Day Dam Juvenile","BON_MCN_inriver","mainstem, BON to MCN"
"478","LMILIS - Little Miller Island, Columbia River","BON_MCN_inriver","mainstem, BON to MCN"
"479","TDLPI - Lone Pine Island and associated unnamed islands near The Dalles Dam","BON_MCN_inriver","mainstem, BON to MCN"
"480","COLR5 - Columbia River - John Day Dam to Snake River (km 347-522)","BON_MCN_inriver","mainstem, BON to MCN"
"481","JO2 - John Day North Fish Ladder","BON_MCN_inriver","mainstem, BON to MCN"
"482","JDALD1 - JDA - Release into south fish ladder","BON_MCN_inriver","mainstem, BON to MCN"
"483","JO1 - John Day South Fish Ladder","BON_MCN_inriver","mainstem, BON to MCN"
"484","JDALD2 - JDA - Release into north fish ladder","BON_MCN_inriver","mainstem, BON to MCN"
"485","John Day Dam Adult Fishways (combined)","BON_MCN_inriver","mainstem, BON to MCN"
"486","MC1 - McNary Oregon Shore Ladder - ABORTED","BON_MCN_inriver","mainstem, BON to MCN"
"487","MC2 - McNary Washington Shore Ladder - ABORTED","BON_MCN_inriver","mainstem, BON to MCN"
"488","BADGEI - Badger Island, Columbia River","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"489","PRH - Priest Rapids Hatchery Outfall","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"490","RSH - Ringold Springs Hatch. Outfall","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"491","PRA2 - Priest Rapids Adult East Ladder - ABORTED","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"492","GRJ - Lower Granite Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"493","GOJ - Little Goose Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"494","LMJ - Lower Monumental Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"495","LGRTAL - LGR - Release into the Tailrace within 0.5 km downstream of Dam","ICH_LGR_inriver","mainstem, ICH to LGR"
"496","LMA - Lower Monumental Adult Ladders","ICH_LGR_inriver","mainstem, ICH to LGR"
"497","GOA - Little Goose Fish Ladder","ICH_LGR_inriver","mainstem, ICH to LGR"
"498","LYFE - Lyons Ferry Hatchery","ICH_LGR_inriver","mainstem, ICH to LGR"
"499","SNAKE1 - Snake River - mouth to Palouse River (km 0-96)","ICH_LGR_inriver","mainstem, ICH to LGR"
"500","SNAKE2 - Snake River - Palouse River to Clearwater River (km 96-224)","ICH_LGR_inriver","mainstem, ICH to LGR"
"501","GRA - Lower Granite Dam Adult - ABORTED","ICH_LGR_inriver","mainstem, ICH to LGR"
"502","CHJO - Chief Joseph Hatchery","upstream_WEL_inriver","mainstem, upstream of WEL"
"503","OXBO - Oxbow Hatchery (IDFG)","upstream_WEL_inriver","mainstem, upstream of WEL"
"504","COLR8 - Columbia River - Chelan Falls, WA to Grand Coulee Dam (km 809-960)","upstream_WEL_inriver","mainstem, upstream of WEL"
"505","WELFBY - WEL - Release into the Forebay within 0.5 km upstream of Dam","upstream_WEL_inriver","mainstem, upstream of WEL"
"506","CJH - Chief Joseph Hatchery Ladder","upstream_WEL_inriver","mainstem, upstream of WEL"
"507","CJP - CJH Juvenile Release Pond","upstream_WEL_inriver","mainstem, upstream of WEL"
"508","SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397)","upstream_LGR_inriver","mainstem, upstream of LGR"
"509","SNJ - Snake River Trap","upstream_LGR_inriver","mainstem, upstream of LGR"
"510","WELH - Wells Hatchery","RRE_WEL_inriver","mainstem, RRE to WEL"
"511","WEH - Wells Dam Hatchery","RRE_WEL_inriver","mainstem, RRE to WEL"
"512","WELTAL - WEL - Release into the Tailrace within 0.5 km downstream of Dam","RRE_WEL_inriver","mainstem, RRE to WEL"
"513","EBO - East Bank Hatchery Outfall","RRE_WEL_inriver","mainstem, RRE to WEL"
"514","WEA1 - Wells Dam, DCPUD Left Adult Ladder - ABORTED","RRE_WEL_inriver","mainstem, RRE to WEL"
"515","WEA2 - Wells Dam, DCPUD Right Adult Ladder - ABORTED","RRE_WEL_inriver","mainstem, RRE to WEL"
"516","BCC - BON PH2 Corner Collector","BON_fallback_arrays","mainstem, mouth to BON"
"517","B2J - Bonneville PH2 Juvenile","BON_fallback_arrays","mainstem, mouth to BON"
"518","BO1 - Bonneville Bradford Is. Ladder - DESCENT","BON_fallback_arrays","mainstem, mouth to BON"
"519","MCJ - McNary Dam Juvenile","MCN_fallback_arrays","mainstem, BON to MCN"
"520","MC1 - McNary Oregon Shore Ladder - DESCENT","MCN_fallback_arrays","mainstem, BON to MCN"
"521","MC2 - McNary Washington Shore Ladder - DESCENT","MCN_fallback_arrays","mainstem, BON to MCN"
"522","ICB - Ice Harbor Bypass","ICH_fallback_arrays","mainstem, MCN to ICH or PRA"
"523","GRJ - Lower Granite Dam Juvenile","LGR_fallback_arrays","mainstem, ICH to LGR"
"524","GRS - Lower Granite Dam Spillway","LGR_fallback_arrays","mainstem, ICH to LGR"
"525","GRA - Lower Granite Dam Adult - DESCENT","LGR_fallback_arrays","mainstem, ICH to LGR"
"526","RRJ - Rocky Reach Dam Juvenile","RRE_fallback_arrays","mainstem, RIS to RRE"
"527","RI2BYP - RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe","RIS_fallback_arrays","mainstem, PRA to RIS"
"528","WEJ - Wells Dam Bypass Bay Sample","WEL_fallback_arrays","mainstem, RRE to WEL"
"529","WEA1 - Wells Dam, DCPUD Left Adult Ladder - DESCENT","WEL_fallback_arrays","mainstem, RRE to WEL"
"530","WEA2 - Wells Dam, DCPUD Right Adult Ladder - DESCENT","WEL_fallback_arrays","mainstem, RRE to WEL"
"531","WEA1 - Wells Dam, DCPUD Left Adult Ladder - TRAPPED","WEL_trap_arrays","WEL traps"
"532","WEA2 - Wells Dam, DCPUD Right Adult Ladder - TRAPPED","WEL_trap_arrays","WEL traps"
"533","lost","lost","lost"
