"","MOUTH","BON","MCN","PRA","RIS","RRE","WEL_quick","ICH","LGR_quick","WEL_slow","LGR_slow"
"4401",0,0.746775224099116,0.561340794130914,0.561340794130914,0.521996874003194,0.542135243540983,1.11806410683129,0.618527783088408,1.15722627191255,-0.727774872692107,-0.362500061964383
"4402",0,0.78265539218456,0.601117484102,0.601117484102,0.56393725363952,0.58242904765856,1.13978011583009,0.657420959328843,1.17811965703582,-0.746001856087759,-0.386363607394076
"4403",0,0.817488136537234,0.638981810108954,0.638981810108954,0.602114952741061,0.620485054721659,1.16082203441815,0.694606720614322,1.19858018891708,-0.763930637791017,-0.40985174683498
"4404",0,0.851671825063596,0.675631853209917,0.675631853209918,0.638329870949142,0.65691651381943,1.18119539396144,0.730405316807409,1.21848086804928,-0.781613418446213,-0.432838518265291
"4405",0,0.885728900755551,0.712648182051614,0.712648182051614,0.675018758155041,0.693810435224439,1.20111651004078,0.766052148818598,1.23748537473295,-0.799055749307343,-0.455179293679955
"4406",0,0.919366604906182,0.749192721107391,0.749192721107391,0.712426547610843,0.731238924018727,1.22058727104952,0.802202346751611,1.25563996270774,-0.816255615119046,-0.476830470085051
"4407",0,0.952303150920466,0.784697276799435,0.784697276799436,0.749767663987691,0.767493192180102,1.23945782152152,0.837845328426812,1.27286664731996,-0.833222862283856,-0.497768451907187
"4408",0,0.984510419127381,0.819674706402653,0.819674706402653,0.78574635819445,0.802599962872369,1.25750996350997,0.871997882287008,1.2893340863191,-0.849971749654716,-0.518018470031997
"4409",0,1.01548275027856,0.855025521350336,0.855025521350336,0.820052686219189,0.836940992858996,1.27480566716105,0.904903489484619,1.3051461172036,-0.866516638872736,-0.537761228316591
"4410",0,1.0445511294371,0.889605343092835,0.889605343092835,0.853344396781252,0.871753358223861,1.29108524825407,0.93699483797935,1.32011185089935,-0.882991299755773,-0.557147841767313
"4411",0,1.07185713821418,0.922619750430988,0.922619750430988,0.888763224947224,0.906726347123896,1.30637656414472,0.969196528839505,1.33437405017155,-0.899426276444655,-0.576338458224634
"4412",0,1.09743726500826,0.954644075811215,0.954644075811216,0.92456356651977,0.939868432693742,1.32100071750326,1.00155771625782,1.34821575981034,-0.915849365457624,-0.595478428212514
"4413",0,1.12134853005313,0.985975397508544,0.985975397508544,0.957271508908906,0.971284419445608,1.33512581280379,1.03324784985643,1.36150424581871,-0.932275007067628,-0.614661928108015
"4414",0,1.14359477386979,1.01620650807706,1.01620650807706,0.986035300818445,1.00060189455006,1.3486786198381,1.06341569869374,1.37394577716479,-0.948649818675949,-0.633905107542019
"4415",0,1.16457799750861,1.04646366950883,1.04646366950883,1.01391441998183,1.02997924910921,1.36162899691662,1.09265052094146,1.38537291141851,-0.964862078232131,-0.653224381872771
"4416",0,1.1849071846037,1.07750383524491,1.07750383524491,1.04469576994377,1.06150623741374,1.37382299714146,1.12111945345867,1.3958220739116,-0.980848481880716,-0.672597208730063
"4417",0,1.20384699142906,1.10847713704542,1.10847713704542,1.0775516952459,1.09341832216575,1.38504935327466,1.14727183146521,1.40554000098182,-0.996505727467019,-0.692026913861398
"4418",0,1.22074423495764,1.13848954283811,1.13848954283811,1.10977451889419,1.12438685634374,1.39534058371164,1.17037955534265,1.41455605033094,-1.01175685210496,-0.711616132789443
"4419",0,1.23508334077409,1.16553549110463,1.16553549110463,1.1397749362686,1.1534309946428,1.40478361651379,1.19008601402236,1.42280787505938,-1.02671117985322,-0.73127694132725
"4420",0,1.24742710603684,1.18763229869422,1.18763229869422,1.16724624805982,1.17879498120522,1.41353737912922,1.20675607975952,1.4305233454242,-1.04149534946221,-0.750965070650244
"4421",0,1.25872893427706,1.20524085656636,1.20524085656636,1.19137250588092,1.19914457781347,1.42177752564105,1.22159964308275,1.43796721334779,-1.05614257983168,-0.770650443718527
"4422",0,1.2696264237838,1.218744825099,1.218744825099,1.20943857877475,1.21435343147922,1.42968605463703,1.23488508105764,1.44534888543269,-1.07063856874482,-0.790274727513517
"4423",0,1.28001662011212,1.22891168651978,1.22891168651978,1.22099433773728,1.2246897527315,1.43737182438337,1.24682082278879,1.45269545994089,-1.08484277516388,-0.809796395670184
"4424",0,1.29014467840146,1.23816569550561,1.23816569550562,1.2284313560015,1.23263844097028,1.44483621907161,1.25722074662998,1.45996989372339,-1.0986714852599,-0.829175728386502
"4425",0,1.3002952193756,1.24856552377785,1.24856552377785,1.23602520954369,1.24195152270262,1.45215669297863,1.26654715261066,1.46682818187226,-1.11207284679912,-0.848329549598795
"4426",0,1.31036034828517,1.26071459311449,1.26071459311449,1.24623127071617,1.2532916630137,1.45922562769683,1.27449549444419,1.47298705374251,-1.12505173837826,-0.867112820483607
"4427",0,1.32077502834157,1.27287994446602,1.27287994446602,1.25912528184608,1.2668071662875,1.46607390337804,1.28209933640872,1.47834752741983,-1.13758284145718,-0.885574033250946
"4428",0,1.33128173959595,1.28323467591094,1.28323467591094,1.2739837594069,1.27964119638597,1.47245942823316,1.29020472716003,1.4834141394788,-1.14961086820255,-0.903745207338553
"4429",0,1.34171675896179,1.28981818381462,1.28981818381462,1.28627160310688,1.288965565423,1.47832901646616,1.29914581891187,1.48845038681296,-1.16113339210288,-0.921568383200116
"4430",0,1.35254669864401,1.29423761749825,1.29423761749825,1.29379031713967,1.29350901734749,1.48377025071146,1.30856739898526,1.49361360002666,-1.17214083574703,-0.938931689178407
"4431",0,1.36376218002457,1.29827997501259,1.29827997501259,1.29472314158076,1.29518867398475,1.48920909880003,1.31795609791528,1.49866901807705,-1.18265076758573,-0.955626428123764
"4432",0,1.37557449579166,1.30520139806125,1.30520139806125,1.2947110462735,1.29855207528772,1.4945198892324,1.32766899665488,1.50322311537103,-1.19270149902413,-0.971532120555994
"4433",0,1.38757595061732,1.31575340405965,1.31575340405965,1.29905196176975,1.30709516319976,1.49947204766592,1.33799790503969,1.50697264701914,-1.20231929784686,-0.98668902520275
"4434",0,1.40020550177598,1.33020551891629,1.3302055189163,1.31190283350784,1.32137935347218,1.50383642875479,1.35036410151675,1.51034226875829,-1.21154622779356,-1.00125376130113
"4435",0,1.41240761182237,1.34574312689022,1.34574312689022,1.32963952743938,1.33846163090247,1.50753330232796,1.36359813382472,1.51365468184387,-1.22040762438261,-1.0153315233415
