"","BON_mean","BON_sd","MCN_mean","MCN_sd","PRA_mean","PRA_sd","RIS_mean","RIS_sd","RRE_mean","RRE_sd","WEL_quick_mean","WEL_quick_sd","WEL_slow_mean","WEL_slow_sd","ICH_mean","ICH_sd","LGR_quick_mean","LGR_quick_sd","LGR_slow_mean","LGR_slow_sd"
"1",12.9753329742934,5.91797127983759,12.1869518394588,5.93644306201777,11.3116074297593,5.93644306201777,10.9343995175091,5.93817087314978,10.922732267007,5.93740224267862,10.7372476776707,5.82782190407669,10.7650036398061,5.41786577107,12.28073605502,5.9325126005172,11.3864655609687,5.816291226014,11.4051229606561,5.62234993665989
