day,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
260,,18.850,20.352,21.405,18.475,19.524,20.275,18.811,19.100,19.165,18.796,18.973,,19.511,,19.045,,19.398,21.670,19.753,,,20.226,18.910,20.744,19.626,19.204,,20.314,19.684
261,,18.673,20.208,21.216,18.660,19.370,19.840,19.373,19.090,18.931,18.649,18.961,,19.643,,19.157,,19.393,21.304,19.811,,,20.161,18.903,,19.539,19.212,,20.081,19.491
262,,,20.216,20.862,18.748,19.358,19.471,19.155,19.253,18.742,18.675,18.786,,,,19.260,,19.373,,19.838,,,19.769,18.875,,19.481,19.183,,19.761,19.163
263,,,20.423,20.587,18.817,19.381,19.206,18.982,19.122,18.611,18.668,18.666,,,,19.123,,19.521,,19.942,,,19.436,18.703,,19.337,19.231,,,19.166
264,,,19.991,20.372,18.908,19.391,19.176,18.866,19.038,18.467,18.459,,,,,18.895,,,,19.936,,,19.176,18.499,,19.283,19.069,,,19.063
265,,,19.950,20.349,18.999,19.180,19.123,18.680,18.968,18.283,18.240,,,,,,,,,19.954,,,19.028,18.479,,19.283,18.968,,,18.948
266,,,20.250,20.342,19.024,18.510,19.128,18.653,19.113,18.173,18.185,,,,,,,,,19.845,,,,18.450,,19.259,,,,18.946
267,,,19.733,20.273,18.665,18.108,19.215,19.006,19.218,18.076,18.088,,,,,,,,,19.663,,,,18.326,,19.192,,,,18.956
268,,,19.538,20.003,18.183,17.676,19.445,19.249,19.116,18.037,17.917,,,,,,,,,,,,,18.068,,19.110,,,,19.317
269,,,19.261,19.695,17.698,17.505,19.363,19.075,19.254,18.152,17.899,,,,,,,,,,,,,17.927,,,,,,19.478
270,,,18.683,19.761,17.385,17.483,19.136,18.988,19.254,18.295,17.896,,,,,,,,,,,,,18.058,,,,,,
271,19.640,,18.652,19.792,17.107,17.608,19.013,18.929,19.254,18.267,17.921,,,,,,,,,,,,,,,,,,,
272,19.467,,18.829,19.701,17.015,17.818,18.940,17.152,19.208,18.289,17.906,,,,,,,,,,,,,,,,,,,
273,19.367,,18.758,19.451,17.260,17.878,18.717,18.206,19.071,18.298,17.923,,,,,,,,,,,,,,,,,,,
274,19.192,,18.871,19.565,17.303,17.930,18.403,17.879,18.934,18.118,17.919,,,,,,,,,,,,,,,,,,,
275,19.100,,18.786,19.215,17.164,18.074,18.546,17.710,18.815,17.932,17.703,,,,,,,,,,,,,,,,,,,
276,18.733,,18.821,18.817,16.875,17.817,18.600,17.480,18.782,17.728,17.378,,,,,,,,,,,,,,,,,,,
277,18.442,,18.205,18.701,16.796,17.413,18.362,17.182,18.782,17.718,17.225,,,,,,,,,,,,,,,,,,,
278,18.108,,17.913,18.592,16.761,17.108,17.803,16.942,18.700,17.667,17.158,,,,,,,,,,,,,,,,,,,
279,18.075,,17.617,18.286,15.982,16.793,17.710,16.948,18.640,17.790,17.041,,,,,,,,,,,,,,,,,,,
280,18.046,,17.376,18.194,16.470,16.163,17.727,16.903,18.509,17.963,17.134,,,,,,,,,,,,,,,,,,,
281,17.796,,17.467,18.225,16.413,16.050,17.579,16.847,18.332,17.920,17.205,,,,,,,,,,,,,,,,,,,
282,17.642,,16.963,17.988,16.373,16.295,17.323,16.884,18.146,17.880,17.100,,,,,,,,,,,,,,,,,,,
283,17.429,,16.563,17.826,16.241,16.574,16.898,16.575,17.904,17.693,16.948,,,,,,,,,,,,,,,,,,,
284,17.167,,16.454,17.425,15.943,16.233,16.597,16.233,17.630,17.483,16.817,,,,,,,,,,,,,,,,,,,
285,16.808,,16.267,16.941,15.917,16.026,16.398,15.684,17.298,17.338,16.671,,,,,,,,,,,,,,,,,,,
286,16.558,,16.296,17.035,15.859,15.951,16.189,15.160,16.965,17.327,16.454,,,,,,,,,,,,,,,,,,,
287,16.438,,16.354,16.958,15.579,15.767,15.881,14.953,16.866,17.364,16.199,,,,,,,,,,,,,,,,,,,
288,16.321,,15.678,16.666,15.202,15.588,15.676,14.745,16.712,17.256,16.099,,,,,,,,,,,,,,,,,,,
289,16.288,,15.742,16.343,14.840,15.476,15.618,14.829,16.758,17.288,16.188,,,,,,,,,,,,,,,,,,,
290,16.225,,15.725,16.140,14.504,15.529,15.524,14.948,16.801,17.372,16.139,,,,,,,,,,,,,,,,,,,
291,15.979,,15.417,15.890,14.307,15.530,15.451,15.061,16.925,17.298,16.194,,,,,,,,,,,,,,,,,,,
292,15.546,,15.296,15.493,14.269,15.651,15.383,15.270,16.953,16.882,16.240,,,,,,,,,,,,,,,,,,,
293,15.158,,15.129,15.125,14.193,15.601,15.322,15.326,16.865,16.529,16.167,,,,,,,,,,,,,,,,,,,
294,15.033,,14.783,14.910,14.222,15.580,15.096,15.309,16.981,16.462,15.953,,,,,,,,,,,,,,,,,,,
295,14.838,,14.808,14.859,14.274,15.303,14.713,15.326,17.137,16.325,15.744,,,,,,,,,,,,,,,,,,,
296,14.621,,14.708,14.855,14.225,14.957,14.276,15.094,16.888,15.963,15.743,,,,,,,,,,,,,,,,,,,
297,14.488,,14.638,14.754,14.352,14.283,13.813,14.629,16.325,15.713,15.850,,,,,,,,,,,,,,,,,,,
298,14.325,,14.408,14.587,14.294,13.862,13.779,14.317,15.751,15.515,15.858,,,,,,,,,,,,,,,,,,,
299,14.275,,14.000,14.709,14.118,13.674,13.706,14.242,15.391,15.166,15.727,,,,,,,,,,,,,,,,,,,
300,14.250,,14.192,14.634,13.474,13.581,13.660,14.139,15.297,14.759,15.423,,,,,,,,,,,,,,,,,,,
301,14.071,,14.348,14.494,12.963,13.793,13.418,13.917,15.506,14.807,15.083,,,,,,,,,,,,,,,,,,,
302,13.658,,14.071,14.249,13.033,13.900,13.048,13.689,15.225,14.607,15.114,,,,,,,,,,,,,,,,,,,
303,13.208,,13.725,13.832,13.101,13.925,12.851,12.960,14.587,14.233,14.959,,,,,,,,,,,,,,,,,,,
304,12.733,,13.408,13.435,13.163,13.759,12.832,,13.737,13.983,14.754,,,,,,,,,,,,,,,,,,,
305,12.433,,13.321,13.364,12.715,13.753,12.840,11.555,13.484,13.568,14.642,,,,,,,,,,,,,,,,,,,
306,12.113,,13.125,,12.200,13.650,12.757,11.397,13.357,13.280,14.358,,,,,,,,,,,,,,,,,,,
307,11.867,,13.000,,12.066,13.497,12.786,,12.638,13.121,14.141,,,,,,,,,,,,,,,,,,,
308,11.513,,13.129,,12.104,13.520,12.770,11.148,12.555,12.925,13.849,,,,,,,,,,,,,,,,,,,
309,11.604,,13.058,,11.903,13.250,12.686,11.202,12.168,12.403,13.538,,,,,,,,,,,,,,,,,,,
310,11.629,,13.017,12.965,11.681,12.935,12.409,10.988,11.842,11.989,13.142,,,,,,,,,,,,,,,,,,,
311,11.471,,13.038,12.643,11.625,12.816,12.129,10.830,11.594,11.841,12.994,,,,,,,,,,,,,,,,,,,
312,11.646,,12.825,12.509,11.527,12.633,11.681,11.062,11.255,11.820,12.859,,,,,,,,,,,,,,,,,,,
313,11.354,,12.554,12.227,11.590,12.333,11.309,11.158,11.139,11.663,12.526,,,,,,,,,,,,,,,,,,,
314,11.063,,12.188,11.893,11.612,12.054,10.992,11.020,11.147,11.602,12.253,,,,,,,,,,,,,,,,,,,
315,10.963,,11.867,11.745,11.658,11.729,10.787,10.864,10.871,11.599,12.251,,,,,,,,,,,,,,,,,,,
316,10.858,,11.683,11.810,11.648,11.280,10.604,10.810,10.563,11.568,12.098,,,,,,,,,,,,,,,,,,,
317,10.650,,11.271,11.852,11.619,11.094,10.785,10.813,10.240,11.359,11.965,,,,,,,,,,,,,,,,,,,
318,10.788,,11.183,11.873,11.561,10.673,10.946,10.762,10.178,11.194,11.780,,,,,,,,,,,,,,,,,,,
319,10.817,,10.821,11.913,11.550,10.340,11.030,10.480,10.062,11.123,11.378,,,,,,,,,,,,,,,,,,,
320,11.017,,10.467,11.800,11.619,10.340,10.981,9.696,9.878,11.066,11.122,,,,,,,,,,,,,,,,,,,
321,11.617,,10.488,11.520,11.496,10.073,10.964,10.027,9.560,11.115,10.866,,,,,,,,,,,,,,,,,,,
322,11.713,,10.575,11.403,11.184,9.609,10.795,10.080,9.450,11.029,10.481,,,,,,,,,,,,,,,,,,,
323,10.308,,10.413,11.298,10.910,9.424,10.603,10.194,9.569,10.857,10.130,,,,,,,,,,,,,,,,,,,
324,10.029,,10.346,11.068,10.844,9.148,10.477,10.289,9.206,10.624,9.950,,,,,,,,,,,,,,,,,,,
325,9.037,,10.167,10.919,9.916,8.833,10.424,10.356,9.018,10.414,9.694,,,,,,,,,,,,,,,,,,,
326,9.454,,9.867,10.630,9.835,8.472,10.249,10.364,8.882,10.186,9.403,,,,,,,,,,,,,,,,,,,
327,10.508,,9.675,10.471,10.758,8.273,10.008,10.370,8.533,10.020,9.168,,,,,,,,,,,,,,,,,,,
328,11.596,,9.721,10.546,10.206,8.022,9.870,10.358,8.417,9.905,8.940,,,,,,,,,,,,,,,,,,,
329,10.288,,9.550,10.498,10.676,8.137,9.816,10.120,8.405,10.066,8.929,,,,,,,,,,,,,,,,,,,
330,8.875,,9.313,10.460,10.487,8.033,9.861,9.766,8.338,10.193,9.059,,,,,,,,,,,,,,,,,,,
331,9.750,,9.225,10.478,10.271,7.982,9.630,9.499,8.318,10.027,8.960,,,,,,,,,,,,,,,,,,,
332,12.388,,9.225,10.403,10.156,8.048,9.176,9.274,8.243,9.821,8.655,,,,,,,,,,,,,,,,,,,
333,11.613,,9.117,10.281,9.765,7.768,8.882,9.016,8.359,9.576,8.273,,,,,,,,,,,,,,,,,,,
334,10.588,,8.992,10.062,9.715,7.382,8.853,8.865,8.376,9.250,8.206,,,,,,,,,,,,,,,,,,,
335,9.104,,8.846,9.762,9.679,7.415,8.785,8.986,8.108,9.012,8.079,,,,,,,,,,,,,,,,,,,
336,8.108,,8.554,9.637,9.564,7.358,8.653,9.296,7.950,9.056,7.885,,,,,,,,,,,,,,,,,,,
337,6.746,,8.246,9.450,9.320,7.178,8.586,8.899,8.009,9.091,7.867,,,,,,,,,,,,,,,,,,,
338,7.763,,8.150,9.393,9.175,7.189,8.575,8.720,7.795,9.036,7.790,,,,,,,,,,,,,,,,,,,
339,7.929,,7.954,9.329,9.012,7.008,8.597,8.605,7.537,8.935,7.725,,,,,,,,,,,,,,,,,,,
340,5.246,,7.717,9.055,9.013,6.890,8.603,8.485,7.650,8.863,7.483,,,,,,,,,,,,,,,,,,,
341,6.113,,7.504,8.912,8.891,6.749,8.432,8.486,7.699,8.707,6.985,,,,,,,,,,,,,,,,,,,
342,7.879,,7.629,8.872,8.784,6.722,8.290,8.392,7.583,8.541,6.464,,,,,,,,,,,,,,,,,,,
343,6.446,,7.600,8.662,8.543,6.633,8.168,8.343,7.461,8.397,6.134,,,,,,,,,,,,,,,,,,,
344,5.287,,7.608,8.463,8.299,6.773,8.055,8.276,7.321,8.376,5.949,,,,,,,,,,,,,,,,,,,
345,3.525,,7.304,8.350,8.175,6.768,7.920,8.218,7.283,8.527,5.619,,,,,,,,,,,,,,,,,,,
346,7.204,,7.217,8.201,8.259,6.457,7.804,8.061,7.141,8.674,5.390,,,,,,,,,,,,,,,,,,,
347,7.642,,6.900,8.184,7.715,6.021,7.738,7.965,7.101,8.380,5.523,,,,,,,,,,,,,,,,,,,
348,6.100,,6.621,8.026,7.846,5.883,7.618,7.943,7.038,7.824,5.340,,,,,,,,,,,,,,,,,,,
349,6.013,,6.683,7.743,7.823,5.705,7.348,7.262,6.981,7.819,4.784,,,,,,,,,,,,,,,,,,,
350,5.771,,6.738,7.555,7.893,5.763,7.217,7.865,6.995,7.930,4.504,,,,,,,,,,,,,,,,,,,
351,3.850,,6.821,7.321,8.001,5.801,7.225,7.779,6.965,7.703,4.390,,,,,,,,,,,,,,,,,,,
352,4.354,,6.929,7.198,7.938,5.867,7.025,7.674,6.725,7.554,4.183,,,,,,,,,,,,,,,,,,,
353,5.246,,6.996,6.638,7.772,5.715,6.877,7.503,6.458,7.532,3.859,,,,,,,,,,,,,,,,,,,
354,5.567,,6.833,5.903,7.608,5.649,6.835,7.233,6.442,7.459,3.804,,,,,,,,,,,,,,,,,,,
355,5.800,,6.796,5.443,7.343,5.663,6.779,7.127,6.568,7.498,3.885,,,,,,,,,,,,,,,,,,,
356,4.967,,6.633,5.043,7.173,5.289,6.652,7.199,6.523,7.426,3.888,,,,,,,,,,,,,,,,,,,
357,5.729,,6.429,4.964,6.968,4.988,6.593,7.111,6.287,7.336,3.942,,,,,,,,,,,,,,,,,,,
358,4.083,,6.442,4.958,6.747,4.963,6.571,6.952,6.235,7.301,4.076,,,,,,,,,,,,,,,,,,,
359,3.058,5.767,6.371,5.100,6.681,5.034,6.343,6.918,6.285,7.281,4.111,,,,,,,,,,,,,,,,,,,
360,2.358,5.508,6.150,5.210,6.623,4.983,6.053,6.889,6.224,7.131,4.181,,,,,,,,,,,,,,,,,,,
361,3.625,4.646,6.217,5.088,6.592,4.718,5.783,6.968,6.142,6.947,4.250,,,,,,,,,,,,,,,,,,,
362,4.592,4.246,6.375,5.103,6.457,4.651,5.612,6.967,6.045,6.726,4.348,,,,,,,,,,,,,,,,,,,
363,3.104,4.479,6.529,5.002,6.348,4.620,5.542,6.880,5.803,6.445,4.411,,,,,,,,,,,,,,,,,,,
364,4.588,3.654,6.454,5.278,6.114,4.490,5.595,6.808,5.520,6.275,4.330,,,,,,,,,,,,,,,,,,,
365,7.129,3.488,6.158,5.203,5.978,4.580,5.608,6.740,5.270,6.206,4.316,,,,,,,,,,,,,,,,,,,
366,,3.775,,,,4.545,,,,6.128,,,,,,,,,,,,,,,,,,,,
Notes:
1995-2024 Bonneville Daily Average Temperature (C)
Generated 03 Feb 2025 10:35:30 PST. DART Columbia Basin Conditions All Years www.cbr.washington.edu/dart/query/basin_conditions_hist.

"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2025). Columbia Basin Conditions All Years. Available from https://www.cbr.washington.edu/dart/query/basin_conditions_hist."
