day,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
145,14.796,12.517,12.786,12.942,13.770,14.701,16.153,13.490,13.468,14.458,14.048,14.955,14.077,12.903,13.885,13.024,12.264,13.520,13.693,14.261,15.296,14.973,13.198,14.656,13.675,13.098,14.122,12.950,14.772,14.413
146,15.063,12.671,12.895,13.021,13.707,14.740,16.410,13.708,13.549,14.618,14.218,14.781,14.328,12.953,14.156,13.225,11.879,13.405,13.663,14.398,15.580,15.000,13.624,14.404,13.685,13.137,14.414,13.092,15.012,14.392
147,15.179,12.725,13.120,12.976,13.873,14.685,16.278,13.733,13.485,14.688,14.451,14.492,14.357,12.952,14.320,13.294,11.933,13.292,13.584,14.451,16.098,15.033,13.963,14.591,13.863,13.240,14.626,13.057,15.027,14.383
148,15.500,12.467,13.082,13.208,14.167,14.764,15.931,13.669,13.867,14.786,14.733,14.161,14.304,13.260,14.483,13.205,12.050,13.096,13.406,14.461,16.628,14.956,14.201,14.811,14.059,13.435,14.566,12.996,15.010,14.692
149,15.813,12.300,13.360,13.536,14.448,14.918,15.724,13.720,14.130,14.501,14.872,13.887,14.382,13.394,14.870,13.012,12.249,13.070,13.443,14.503,16.909,14.974,14.373,14.834,14.225,13.700,14.837,12.909,15.092,14.703
150,16.042,12.342,13.546,13.507,14.720,14.977,15.767,13.968,14.304,14.342,15.004,13.811,14.766,13.175,15.252,13.197,12.443,13.203,13.587,14.643,17.029,15.019,14.347,14.705,14.470,13.982,14.847,13.072,15.218,14.537
151,16.058,12.567,13.813,13.763,14.890,14.964,15.968,14.251,14.367,14.486,15.106,13.753,15.266,13.126,15.380,13.549,12.642,13.350,13.855,14.765,17.252,15.250,14.479,14.830,14.871,14.085,15.087,13.251,15.136,14.536
152,16.121,12.667,13.988,13.955,14.845,14.705,16.420,14.515,14.624,14.537,15.201,13.714,15.616,13.151,15.355,13.851,12.623,13.458,13.996,14.775,17.292,15.587,14.831,14.986,15.007,14.255,15.499,13.464,15.175,14.859
153,16.292,13.029,14.117,13.834,14.668,14.660,16.352,14.496,14.663,14.665,15.214,13.771,15.833,13.073,15.337,14.005,12.681,13.743,14.240,14.842,17.145,15.890,15.077,15.206,15.281,14.300,15.857,13.685,15.519,15.072
154,16.467,13.313,14.329,13.973,14.508,15.093,16.304,14.689,14.765,14.869,15.210,14.025,16.022,13.070,15.463,13.905,12.803,13.992,14.497,14.927,17.367,16.081,15.051,15.395,15.436,14.510,16.211,13.520,15.844,15.026
155,16.454,13.546,14.383,14.121,14.456,15.192,16.317,14.890,14.962,15.154,15.234,14.359,16.202,13.151,15.575,13.887,13.045,14.031,14.757,14.993,17.621,16.412,14.814,15.226,15.607,14.538,16.382,13.302,16.030,14.873
156,16.376,13.629,14.554,14.422,14.302,15.431,16.214,14.941,15.441,15.346,15.299,14.862,16.181,13.273,15.429,14.070,13.128,14.072,15.035,15.124,17.977,16.695,14.591,15.186,15.814,14.604,16.101,13.419,16.249,14.648
157,,13.829,14.663,14.743,13.994,15.612,16.023,14.576,15.865,15.514,15.343,15.136,15.837,13.446,15.458,14.403,13.128,14.033,15.460,15.325,18.318,17.125,14.763,15.330,15.853,14.666,15.829,13.765,16.536,14.875
158,,14.242,14.721,15.085,13.689,15.532,16.350,14.295,15.990,15.346,15.413,15.407,15.668,13.440,15.434,14.417,13.266,13.987,15.686,15.541,18.620,17.689,15.049,15.478,15.712,14.582,15.838,14.083,16.866,15.329
159,,14.567,14.738,15.313,13.517,15.473,16.815,14.244,16.065,15.227,15.510,15.499,15.894,13.360,15.548,14.491,13.297,14.115,15.693,15.827,18.881,18.051,15.154,15.614,15.670,14.653,15.909,14.450,17.010,15.554
160,,14.721,14.908,15.518,13.552,15.379,17.059,14.502,16.041,15.270,15.899,15.459,16.134,13.354,15.850,14.401,13.606,14.128,15.962,16.066,19.121,18.032,14.956,15.688,15.946,14.729,15.933,14.569,16.883,15.673
161,,14.704,15.013,15.829,13.750,15.440,16.999,14.569,15.966,15.375,16.031,15.737,16.108,13.303,15.990,14.436,13.911,13.791,16.213,16.130,18.903,17.615,14.867,15.630,16.335,14.569,15.829,14.398,16.818,15.791
162,,14.858,14.988,16.105,14.003,15.384,16.930,14.806,16.091,15.518,15.953,15.959,15.953,13.072,16.070,14.636,14.063,13.625,16.299,16.263,18.551,17.445,14.875,15.633,16.748,14.784,15.758,14.291,17.091,15.931
163,,15.008,14.878,16.443,14.223,15.370,16.134,14.798,16.262,15.309,15.751,16.060,16.060,12.923,16.039,15.117,14.153,13.783,16.362,16.413,18.438,17.434,14.856,15.808,16.996,15.077,15.838,14.295,17.640,16.031
164,,15.221,14.708,16.762,14.382,15.410,15.783,14.930,16.388,15.175,15.913,16.115,16.126,13.087,16.213,15.281,14.164,13.957,16.509,16.394,18.416,17.601,14.719,15.898,17.192,15.007,16.088,13.103,18.013,16.137
165,,15.292,14.863,16.808,14.783,15.615,16.011,15.008,16.430,15.143,15.996,16.133,16.134,13.393,16.350,14.937,14.414,14.193,16.664,16.151,18.863,17.686,14.777,15.799,17.220,14.798,16.263,13.375,17.832,16.335
166,,15.204,15.175,16.718,14.854,16.128,16.075,15.162,16.568,15.100,16.139,16.172,16.027,13.478,16.507,14.638,14.326,14.203,16.935,16.025,19.218,17.720,14.932,15.941,17.134,14.780,16.386,13.862,17.516,16.373
167,,15.183,15.467,16.622,15.145,16.409,16.360,15.212,16.793,15.167,16.383,16.262,15.867,13.592,16.494,14.495,14.220,14.460,17.207,15.918,19.453,17.735,15.034,16.050,17.172,14.991,16.463,13.797,17.493,16.441
168,,15.108,15.642,16.739,15.378,16.387,16.499,15.175,17.170,15.403,16.409,16.224,15.923,13.903,16.620,14.503,14.195,14.795,17.280,15.903,19.414,17.499,15.201,16.320,17.515,15.101,16.592,13.769,17.694,16.394
169,,14.850,15.867,16.669,15.684,16.533,16.429,15.384,17.278,15.816,16.685,16.213,15.831,14.156,16.878,14.933,14.116,15.214,17.407,15.876,19.638,17.505,15.535,16.603,17.891,15.223,16.843,13.711,17.726,16.327
170,,14.909,15.800,16.519,16.000,16.645,16.677,15.564,17.103,16.173,16.888,16.192,16.067,14.480,17.043,15.081,14.101,15.261,17.158,16.067,19.665,17.456,16.005,16.823,17.843,15.507,17.185,13.989,17.513,16.435
171,,15.129,15.683,16.820,16.110,16.485,17.034,15.780,16.739,16.508,17.273,16.198,16.431,14.920,17.032,15.110,14.282,15.213,16.830,16.257,19.666,17.444,16.238,17.295,17.578,15.848,17.639,14.189,17.423,16.738
172,,15.204,15.638,17.214,16.203,16.508,17.318,16.043,16.465,16.890,17.530,16.325,16.793,15.299,16.860,15.180,14.702,15.500,16.756,16.193,19.768,17.780,16.261,17.541,17.502,16.011,18.085,14.308,17.510,17.016
173,,15.163,15.558,17.488,16.334,16.696,17.565,16.359,16.344,17.251,17.507,16.568,16.990,15.431,16.660,15.304,15.019,15.818,17.115,16.165,19.883,17.781,16.441,17.758,17.560,16.053,18.369,14.489,17.863,17.382
174,,15.188,15.735,17.657,16.573,16.924,17.597,16.519,16.405,17.551,17.659,16.683,16.952,15.483,16.684,15.541,14.952,15.734,17.277,16.407,19.866,17.848,16.799,17.894,17.720,16.315,18.515,14.613,18.204,17.554
175,,15.229,16.129,17.695,16.805,16.978,17.549,16.582,16.567,17.661,17.624,17.004,16.794,15.634,17.087,15.803,14.965,15.522,17.229,16.663,20.071,17.761,17.225,18.178,17.878,16.600,18.866,14.678,18.575,17.456
176,,15.317,16.379,17.481,16.640,17.163,17.346,16.628,16.860,17.967,17.610,17.475,16.783,15.649,17.262,16.085,15.185,15.613,17.046,16.857,20.361,17.698,17.588,18.276,18.038,16.872,18.961,15.029,18.750,17.385
177,,15.688,16.579,17.393,16.448,17.568,17.384,16.887,17.194,18.113,17.752,17.868,17.039,15.790,17.218,16.191,15.306,15.688,16.973,16.940,20.705,17.708,17.821,18.381,17.974,17.136,19.454,15.536,18.887,17.447
178,,16.013,16.305,17.573,16.465,18.053,17.485,17.045,17.504,18.207,17.782,18.203,17.303,15.848,17.137,16.284,15.453,15.721,17.005,17.122,21.099,18.088,17.831,18.416,17.762,17.372,19.909,16.016,18.745,17.481
179,,16.063,15.917,17.900,16.350,18.484,17.581,17.022,17.754,18.283,17.718,18.208,17.434,16.204,17.351,16.574,15.618,15.901,17.306,17.386,21.305,18.473,17.718,18.312,17.810,17.683,20.337,16.303,18.667,17.473
180,,16.175,16.075,18.208,16.299,18.995,17.810,17.033,17.925,18.502,17.899,18.191,17.694,16.616,17.650,16.803,15.633,16.196,17.672,17.455,21.443,18.843,17.694,18.570,18.053,17.464,20.765,16.458,18.853,17.804
181,,16.300,16.258,18.416,16.394,19.254,18.143,17.333,18.054,18.766,18.460,18.204,17.887,17.147,17.653,16.720,15.663,16.245,17.897,17.627,21.592,18.976,18.085,18.865,18.384,17.411,20.750,16.693,19.094,18.109
182,,16.604,16.479,18.262,16.405,19.098,18.201,17.558,18.077,18.914,18.861,18.501,18.073,17.315,17.616,16.746,15.898,16.248,18.070,17.917,21.845,18.883,18.438,18.975,18.562,17.538,20.537,16.995,19.277,18.143
183,,17.021,16.929,17.963,16.275,18.781,18.324,17.732,18.011,19.193,18.747,18.840,18.090,17.404,18.283,16.826,16.213,16.230,18.199,18.298,21.979,18.839,18.610,18.734,18.396,17.427,20.433,17.181,19.433,18.601
184,,17.450,17.242,17.805,16.229,18.566,18.543,17.686,17.958,19.288,18.554,19.120,18.323,17.409,18.594,16.856,16.292,16.139,18.459,18.255,22.159,19.090,18.720,18.676,18.268,17.284,20.553,17.166,19.603,18.667
185,,17.517,17.563,17.924,16.343,18.239,18.871,17.637,18.145,19.473,18.619,19.263,18.734,17.581,18.838,16.817,16.304,16.128,18.416,18.146,22.324,19.284,18.844,18.740,18.423,17.329,20.873,17.183,19.820,18.604
186,,17.508,17.829,18.111,16.581,18.173,18.838,17.516,18.346,19.479,18.880,19.223,19.098,17.778,19.143,16.640,16.415,16.035,18.330,18.185,22.545,19.254,19.168,18.926,18.575,17.434,21.077,17.219,20.138,18.929
187,,17.513,18.108,18.498,16.117,18.266,18.608,17.662,18.612,19.420,19.101,19.055,19.231,17.828,18.973,16.960,16.652,16.113,18.568,18.485,22.791,19.250,19.544,19.355,18.658,17.407,21.198,16.585,20.640,19.396
188,,17.675,18.408,18.972,16.855,18.499,18.625,17.760,18.780,19.680,19.215,18.973,19.242,17.930,18.752,17.413,16.857,16.310,18.983,18.853,22.597,19.287,19.748,19.495,18.720,17.368,21.149,16.897,20.762,19.794
189,,18.183,18.592,19.315,16.780,18.861,18.795,17.798,18.832,19.663,19.232,19.303,19.241,18.090,18.590,17.828,16.842,16.642,19.318,19.208,22.560,19.527,19.794,19.703,18.977,17.313,21.110,17.902,20.719,20.112
190,,18.696,18.721,19.575,16.829,19.011,19.140,17.821,18.985,19.560,19.029,19.947,19.307,18.318,18.629,18.173,16.863,17.153,19.712,19.410,22.791,19.608,19.937,19.596,19.196,17.411,21.159,18.142,20.777,20.428
191,,18.604,18.800,19.649,17.217,18.881,19.493,17.901,19.363,19.616,19.058,20.146,19.814,18.658,19.041,18.362,17.098,17.546,19.873,19.570,22.674,19.852,19.998,19.425,19.271,17.590,21.301,18.371,20.615,20.692
192,,18.538,18.867,19.560,17.490,18.930,19.582,18.228,19.537,19.629,19.305,20.193,20.193,18.725,19.347,18.537,17.045,17.675,19.796,19.710,22.380,19.908,19.945,19.587,19.520,17.760,21.401,18.606,20.473,20.586
193,,18.875,19.029,19.729,17.737,18.865,19.833,18.600,19.872,19.781,19.763,20.096,20.548,18.745,19.295,18.368,16.949,17.802,19.681,19.995,22.238,19.899,20.019,19.881,19.839,18.058,21.532,18.928,20.598,20.529
194,,19.358,19.204,19.925,17.919,18.939,19.972,18.770,20.097,20.061,19.858,20.094,20.707,18.766,19.114,17.980,17.046,18.032,19.630,20.302,22.473,19.957,20.105,20.206,20.013,18.250,21.610,18.990,20.960,20.654
195,,19.638,19.408,20.152,17.844,19.253,19.909,18.719,20.207,20.477,19.858,20.418,20.985,19.070,19.163,18.243,17.258,18.078,20.006,20.245,22.620,20.105,20.428,20.357,20.139,18.317,21.485,18.916,21.268,20.904
196,,19.808,19.608,20.433,17.908,19.356,19.598,18.751,20.294,20.684,19.995,20.629,21.113,19.381,19.249,18.603,17.484,18.213,20.172,20.680,22.500,20.214,20.557,20.607,20.260,18.418,21.365,18.942,21.705,20.998
197,,19.896,19.488,20.762,18.227,19.307,19.075,18.952,20.336,20.872,20.095,20.844,21.065,19.633,19.545,18.958,17.509,18.302,20.343,21.009,22.475,20.102,20.478,20.770,20.361,18.745,21.218,19.163,21.926,21.177
198,,19.792,19.150,21.018,18.265,19.307,18.963,19.293,20.409,20.953,20.328,20.653,21.057,19.678,20.139,19.055,17.537,18.378,20.327,21.035,22.398,19.993,20.536,20.907,20.376,19.146,21.353,19.261,21.748,21.304
199,,19.504,18.896,21.016,18.287,19.535,19.056,19.705,20.642,21.025,20.617,20.377,21.038,19.523,20.445,19.038,17.454,18.693,20.470,20.721,22.554,20.061,20.629,20.987,20.322,19.424,21.520,19.142,21.780,21.314
200,,19.225,19.121,21.021,18.581,19.599,19.246,19.884,20.844,21.124,20.703,20.383,21.091,19.373,20.389,18.979,17.471,18.840,20.633,20.652,22.829,19.973,20.642,20.800,20.335,19.423,21.653,19.310,21.913,21.213
201,,19.333,19.554,21.049,18.923,19.670,19.341,19.908,21.036,21.057,20.570,20.554,21.140,19.230,20.372,19.086,17.676,18.902,20.653,20.767,22.872,20.078,20.775,20.474,20.413,19.563,21.768,19.610,21.815,21.514
202,,19.454,19.629,21.384,18.978,19.850,19.158,20.089,21.480,21.068,20.686,20.932,21.008,19.313,20.621,19.190,17.735,18.949,20.761,20.738,22.623,20.288,20.927,20.340,20.602,19.864,21.691,19.968,21.858,21.831
203,20.913,19.683,19.646,21.826,19.132,20.039,19.242,20.392,21.682,21.196,20.793,21.406,21.144,19.596,20.624,19.476,17.695,18.934,20.782,20.774,22.168,20.506,21.060,20.601,20.783,20.337,21.448,19.942,22.146,21.876
204,20.833,20.054,19.775,22.082,19.071,,19.581,20.632,21.428,21.286,20.928,21.692,21.429,19.616,20.641,19.859,17.807,18.877,20.835,20.689,21.864,20.458,21.286,21.020,20.897,20.428,21.357,19.800,22.443,21.437
205,20.817,20.342,19.963,21.950,18.909,,19.950,20.801,21.288,21.451,20.906,22.056,21.471,19.339,20.713,20.269,18.148,18.856,21.028,20.294,21.714,20.378,21.401,21.471,20.881,20.340,21.551,19.876,22.305,21.292
206,20.888,20.521,20.075,21.997,18.825,,20.252,20.924,21.185,21.732,20.803,22.100,21.380,19.200,21.064,20.498,18.312,19.020,21.205,20.320,21.690,20.651,21.594,21.709,21.130,19.912,21.803,20.309,22.007,21.319
207,20.813,20.613,20.204,22.156,18.948,,20.386,20.750,21.060,21.868,20.973,21.883,21.308,19.420,21.209,20.662,18.407,19.360,21.352,20.490,21.448,20.965,21.743,21.830,21.370,19.691,22.077,20.809,22.097,21.166
208,21.033,20.796,20.496,22.446,19.231,20.454,20.367,20.447,21.168,21.815,21.275,21.906,21.146,19.528,21.636,20.809,18.332,19.644,21.208,20.692,21.301,20.960,21.583,21.795,21.212,19.922,22.152,21.193,21.892,21.182
209,21.471,20.904,20.775,22.700,19.652,20.550,20.414,20.242,21.663,21.838,21.515,21.689,21.378,19.815,22.343,20.860,18.455,19.439,20.857,20.918,21.538,21.223,21.604,21.775,21.325,20.370,22.214,21.338,21.946,21.292
210,21.267,20.788,21.013,22.848,19.766,20.679,20.273,20.339,22.057,22.115,21.583,21.494,21.345,20.006,22.596,20.690,18.737,19.318,20.759,21.128,21.864,21.666,21.516,21.984,21.488,20.902,22.268,21.653,21.976,21.140
211,21.183,20.854,20.933,22.554,19.690,20.979,20.088,20.685,22.373,22.029,21.770,21.343,21.147,19.975,22.860,20.581,19.075,19.381,20.797,21.280,22.116,21.783,21.405,22.304,21.370,21.108,22.286,21.869,21.836,21.102
212,21.404,20.925,20.879,22.492,19.710,21.318,20.098,20.708,22.473,22.069,21.901,21.175,21.122,19.855,23.142,20.555,19.232,19.310,21.078,21.405,22.332,21.713,21.626,22.416,21.226,21.290,22.099,22.044,21.816,21.188
213,21.513,20.746,20.925,22.149,19.777,21.566,20.056,20.730,22.171,22.141,21.776,21.234,21.289,19.795,23.218,20.617,19.360,19.243,21.130,21.460,22.409,21.369,21.964,22.436,21.503,21.271,22.272,22.079,21.809,21.411
214,21.796,20.865,21.013,22.066,19.965,21.553,20.166,20.565,22.022,22.088,21.685,21.170,21.701,19.650,23.488,20.779,19.512,19.254,21.021,21.517,22.228,21.155,22.238,22.301,21.545,21.244,22.383,22.073,21.753,21.721
215,22.517,20.558,21.163,22.313,20.155,21.435,20.264,20.448,21.878,22.074,21.683,21.145,21.753,19.594,23.330,20.827,19.689,19.339,21.026,21.619,21.956,20.859,22.480,21.996,21.754,21.296,22.669,22.086,21.747,22.063
216,22.525,20.346,21.433,22.583,20.416,21.286,20.155,20.366,21.782,21.865,21.779,21.055,21.622,19.616,23.005,21.008,19.927,19.598,21.290,21.877,21.631,20.897,22.688,21.846,21.971,21.321,22.613,21.823,21.661,22.067
217,22.279,20.079,21.671,22.803,20.782,21.395,20.215,20.135,21.874,22.054,22.017,21.145,21.495,19.815,22.545,21.438,19.964,19.896,21.610,21.688,21.315,21.423,22.664,21.960,22.180,21.432,22.610,21.809,21.744,22.022
218,22.029,19.863,21.933,22.766,20.822,21.708,20.589,20.185,21.885,22.111,22.193,21.548,21.265,20.144,22.033,21.558,19.968,20.240,21.997,21.420,21.178,21.862,22.594,22.148,22.262,21.653,22.396,21.982,21.722,21.978
219,21.588,19.967,21.900,22.351,20.861,21.907,21.004,20.060,21.974,22.043,22.133,21.653,20.975,20.301,21.416,21.439,19.950,20.555,22.184,21.388,21.193,21.478,22.650,22.380,22.303,21.475,22.375,21.995,21.718,21.613
220,21.483,20.442,21.921,22.053,20.865,21.918,21.300,20.171,22.288,21.818,22.107,21.324,20.820,20.538,20.995,21.511,19.982,20.755,21.949,21.112,21.540,21.388,22.684,22.755,22.189,21.247,22.130,22.313,21.783,21.278
221,21.958,20.829,21.788,22.102,21.036,21.814,21.375,20.357,22.290,21.973,21.996,21.180,20.843,20.606,21.053,21.371,19.963,20.677,21.771,21.173,21.782,21.261,22.838,22.920,21.995,21.231,21.966,22.189,21.817,21.565
222,22.113,21.138,22.129,22.116,21.232,21.821,21.714,20.610,22.149,21.974,21.722,21.265,20.758,20.593,21.280,20.924,19.823,20.575,21.747,21.518,22.150,20.945,23.028,22.925,21.938,21.083,22.078,21.947,21.855,21.803
223,21.713,21.171,22.433,22.400,21.102,21.669,21.869,20.650,22.145,22.430,21.567,20.937,20.850,20.418,21.495,20.930,19.859,20.520,21.735,21.901,22.166,20.871,23.077,22.668,21.718,21.250,22.659,21.928,21.831,21.757
224,22.404,20.946,22.621,22.755,20.889,21.405,21.802,20.693,22.108,22.750,21.421,20.746,20.745,20.510,21.743,21.149,20.026,20.653,21.767,22.285,22.192,21.166,22.869,22.367,21.685,21.270,22.913,21.868,21.859,21.966
225,21.429,20.708,22.754,23.051,20.725,21.202,21.845,20.710,22.023,23.045,21.416,20.996,20.723,20.715,21.825,21.295,20.162,21.026,21.821,22.342,22.150,21.500,22.653,22.193,21.940,21.001,23.220,21.643,22.066,21.753
226,22.808,20.733,22.758,23.254,20.379,21.040,21.928,20.778,21.956,23.182,21.697,21.244,21.009,20.682,21.572,21.546,20.107,21.285,21.832,22.327,21.957,21.754,22.333,22.043,22.299,20.906,23.314,21.587,22.364,21.406
227,20.892,20.829,22.413,23.022,20.316,20.780,21.939,20.890,22.009,23.053,22.036,21.182,21.220,20.893,21.143,21.938,20.075,21.390,21.872,22.239,21.802,21.905,22.036,22.173,22.095,20.740,23.262,21.710,22.633,21.229
228,20.313,20.808,22.275,22.600,20.378,20.661,21.754,20.897,21.847,22.863,22.048,20.825,21.135,21.264,20.825,22.261,20.076,21.478,21.988,22.133,21.742,21.879,21.856,22.349,22.006,20.821,23.129,21.778,22.861,21.222
229,20.054,20.733,22.467,22.272,20.525,20.593,21.663,20.945,21.794,22.671,21.690,20.643,21.099,21.525,20.892,22.493,20.160,21.616,22.100,22.193,21.802,21.795,21.841,21.974,21.659,21.054,22.500,21.938,22.889,21.164
230,19.908,20.425,22.379,21.959,20.554,20.553,21.607,20.791,21.984,22.603,21.702,20.761,21.089,21.791,21.067,22.291,20.154,21.841,22.110,22.512,21.916,21.637,21.860,21.756,21.425,21.435,21.903,22.055,22.416,21.317
231,20.088,20.058,22.425,21.755,20.423,20.395,21.393,20.721,22.030,22.515,21.835,20.937,20.818,21.691,21.329,21.867,20.290,21.860,22.117,22.700,22.150,21.575,21.729,21.830,21.351,21.718,21.633,22.090,21.947,21.624
232,20.379,20.100,22.333,21.843,20.435,20.317,21.330,20.546,21.694,22.547,21.681,21.230,20.570,21.545,21.569,21.458,20.513,21.611,21.990,22.428,22.211,21.684,21.652,21.956,21.422,21.723,21.345,22.200,21.708,21.527
233,20.479,20.029,22.054,21.895,20.254,20.180,21.078,20.178,21.955,22.615,21.755,21.433,20.697,21.381,21.673,21.052,20.715,21.442,21.888,22.007,21.729,21.880,21.640,21.842,21.466,21.544,21.101,22.150,21.602,21.558
234,20.500,20.233,22.250,21.840,20.203,20.275,21.037,20.144,21.946,22.691,21.653,21.222,20.900,21.105,21.583,20.460,20.762,21.247,21.879,21.674,21.373,22.067,21.762,22.075,21.381,21.307,21.126,21.952,21.372,21.426
235,20.317,20.463,22.258,21.714,20.322,20.300,21.029,20.273,21.395,22.660,21.323,20.984,20.979,20.748,21.278,20.329,20.833,20.905,21.850,21.633,21.125,21.823,21.921,22.020,21.473,21.113,20.827,21.940,21.592,21.363
236,20.071,20.558,22.346,21.411,20.480,20.578,21.253,20.578,21.456,22.299,21.190,20.777,21.146,20.896,21.049,20.371,21.066,20.663,21.887,21.897,21.042,21.695,21.743,21.502,21.562,21.228,20.711,22.065,21.634,21.020
237,19.929,20.733,22.404,21.445,20.646,20.644,21.426,20.729,21.588,22.013,21.083,20.623,21.190,21.304,20.686,20.743,21.178,20.341,21.895,22.097,21.019,21.892,21.650,21.102,21.433,21.264,20.955,22.238,21.749,20.653
238,19.867,20.808,22.700,21.290,20.790,20.609,21.621,20.699,21.630,21.591,21.108,20.848,21.045,21.233,20.626,20.900,21.266,20.337,21.755,22.411,21.056,22.046,21.660,20.730,21.360,21.093,20.866,22.185,21.985,20.564
239,19.742,20.746,22.422,21.092,20.852,20.489,21.859,20.647,21.540,21.535,21.205,21.205,20.830,21.088,20.758,20.703,21.446,20.433,21.728,22.521,21.310,21.975,21.607,20.507,21.323,21.142,20.954,21.788,22.233,20.673
240,19.867,20.433,22.621,21.310,20.939,20.254,21.788,20.947,21.513,21.503,21.232,21.541,20.702,20.936,20.858,20.715,21.481,20.413,21.939,22.390,21.379,22.202,21.663,20.612,21.450,21.093,20.941,21.465,22.146,20.556
241,19.858,20.252,22.117,21.504,20.868,20.105,21.868,21.012,21.640,21.698,21.078,21.409,20.613,20.736,20.924,20.411,21.233,20.453,22.061,22.288,21.391,22.121,21.990,20.878,21.699,21.047,20.922,21.397,21.737,20.537
242,19.950,20.438,22.117,21.520,20.496,19.984,21.927,20.800,21.742,21.663,20.882,20.890,20.849,20.718,20.917,20.181,20.930,20.366,22.213,22.048,21.167,22.042,21.943,20.818,21.838,21.035,20.692,21.569,21.478,20.374
243,20.233,20.575,22.083,21.719,20.070,20.051,21.745,20.600,21.643,21.721,20.830,20.617,21.186,20.649,21.190,19.787,20.434,20.321,22.306,21.580,21.000,21.823,21.777,20.670,21.969,20.732,20.249,21.901,21.395,20.580
244,20.308,20.583,22.042,21.897,20.041,20.064,21.511,20.538,21.451,21.762,20.980,20.289,21.202,20.110,21.215,19.470,20.099,20.123,22.385,21.353,20.888,21.569,21.812,15.226,22.110,20.488,20.124,22.216,21.376,20.644
245,20.546,20.542,22.171,21.853,20.046,19.932,21.352,20.607,21.419,21.563,20.925,19.936,21.305,19.737,21.061,19.465,20.122,19.868,22.300,21.333,20.759,21.231,21.848,15.683,22.160,20.460,20.065,22.281,21.148,20.891
246,20.488,20.321,22.330,21.838,20.233,19.805,21.282,20.518,21.335,20.839,20.720,20.058,21.413,19.528,21.055,19.492,20.071,19.726,22.135,20.934,20.558,21.098,21.830,15.796,22.083,20.775,20.210,22.039,21.063,20.871
247,,20.046,22.367,21.900,20.240,19.719,21.112,20.389,21.611,20.446,20.624,20.436,21.387,19.308,21.032,19.660,19.969,19.630,22.003,20.624,20.304,20.925,21.918,16.133,21.989,21.044,20.131,21.787,20.746,20.692
248,,19.757,21.938,21.937,20.090,19.648,20.714,20.218,21.818,20.165,20.487,20.561,21.078,19.309,20.957,19.413,20.346,19.654,21.788,20.620,20.092,20.654,21.665,17.990,22.007,21.355,20.091,21.630,20.407,20.713
249,,19.565,21.738,21.751,19.826,19.404,20.152,20.017,21.819,19.798,20.521,20.619,20.854,19.290,20.760,19.120,20.665,19.850,21.500,20.663,19.658,20.457,21.720,19.748,21.952,21.359,20.250,21.537,20.255,20.758
250,,19.396,21.638,21.673,19.491,19.213,19.743,19.746,21.601,19.800,20.593,20.515,20.630,19.470,20.459,19.103,20.743,19.893,21.334,20.613,19.408,20.273,21.763,20.000,21.994,21.263,20.410,21.578,20.209,20.914
251,,19.561,21.475,21.489,19.133,19.308,19.643,19.443,21.185,19.871,20.647,20.484,20.373,19.741,20.221,18.982,20.826,19.871,21.451,20.760,19.466,20.080,21.675,19.978,21.740,21.210,20.496,21.438,20.269,20.965
252,,19.713,21.152,20.882,19.086,19.355,19.651,19.494,20.817,19.923,20.310,20.314,20.143,19.721,20.161,18.962,21.028,19.893,21.710,20.652,19.758,20.068,21.609,19.949,21.495,20.493,20.653,21.278,20.237,21.012
253,,19.713,20.743,20.467,18.873,19.133,19.828,19.549,20.599,19.829,19.834,20.103,19.934,19.835,20.325,18.696,21.018,19.832,21.894,20.528,19.889,20.008,21.516,19.923,21.468,19.969,20.583,21.003,20.223,21.122
254,,19.845,21.054,20.439,18.887,18.994,19.128,19.852,20.399,19.828,19.805,20.131,20.057,19.903,20.420,18.506,21.004,19.538,21.926,20.163,19.887,19.942,21.443,19.777,21.419,19.899,20.290,21.041,20.341,21.069
255,,19.800,20.930,20.664,18.874,19.073,19.953,19.217,20.256,20.029,19.792,20.079,20.314,19.826,20.338,18.606,20.913,19.308,22.194,19.518,20.119,20.000,21.500,19.652,21.430,20.178,20.214,21.210,20.294,20.794
256,,19.617,20.852,20.857,18.638,19.424,20.253,20.170,19.897,19.958,19.721,19.922,20.563,19.811,20.504,18.803,20.738,19.202,22.274,19.461,20.300,19.838,21.372,19.398,21.284,19.968,19.985,21.223,20.289,20.488
257,,19.367,20.583,20.903,18.688,19.564,20.583,20.271,19.673,19.691,19.571,19.375,20.542,19.889,20.630,18.898,20.553,18.849,22.193,19.376,19.887,19.589,20.923,19.302,21.212,19.618,19.888,21.051,20.346,20.130
258,,19.250,20.733,21.358,18.761,19.628,20.700,20.153,19.696,19.327,19.293,19.144,,19.755,20.632,18.887,,18.765,22.253,19.413,19.218,19.475,20.660,19.161,21.086,19.678,19.897,,20.268,19.974
259,,19.191,20.474,21.565,18.591,19.678,20.678,19.892,19.578,19.300,19.024,19.070,,19.503,20.618,18.926,,19.137,22.028,19.536,18.886,,20.461,19.022,20.825,19.810,19.545,,20.385,19.754
