"","tag_code_2","natal_origin","rear_type"
"66","384.1B796A20FB",11,2
"67","384.1B796A2147",11,2
"68","384.1B796A2254",11,2
"69","384.1B796A2294",11,2
"70","384.1B796A22A2",11,2
"71","384.1B796A2327",11,2
"72","384.1B796A2348",11,2
"73","384.1B796A23F9",11,2
"74","384.1B796A2422",11,2
"75","384.1B796A253E",11,2
"76","384.1B796A253F",11,2
"77","384.1B796A25FB",11,2
"78","384.1B796A2601",11,2
"79","384.1B796A2610",11,2
"80","384.1B796A2625",11,2
"81","384.1B796A2640",11,2
"82","384.1B796A264E",11,2
"83","384.1B796A2673",11,2
"84","384.1B796A270A",11,2
"85","384.1B796A27E8",11,2
"86","384.1B796A282F",11,2
"87","384.1B796A283F",11,2
"88","384.1B796A28BD",11,2
"89","384.1B796A2918",11,2
"90","384.1B796A29A1",11,2
"91","384.1B796A2A13",11,2
"92","384.1B796A2D25",11,2
"93","384.1B796A2D59",11,2
"94","384.1B796A2D6B",11,2
"95","384.1B796A2D6D",11,2
"96","384.1B796A2E77",11,2
"97","384.1B796A2E85",11,2
"98","384.1B796A2E8C",11,2
"99","384.1B796A2EE3",11,2
"100","384.1B796A2EF5",11,2
"101","384.1B796A2F2B",11,2
"102","384.1B796A2F83",11,2
"103","384.1B796A3012",11,2
"104","384.1B796A3018",11,2
"105","384.1B796A3090",11,2
"106","384.1B796A3096",11,2
"107","384.1B796A30B7",11,2
"108","384.1B796A310D",11,2
"109","384.1B796A3145",11,2
"110","384.1B796A3246",11,2
"111","384.1B796A3269",11,2
"112","384.1B796A32F2",11,2
"113","384.1B796A342B",11,2
"114","384.1B796A35AB",11,2
"115","384.1B796A369B",11,2
"116","384.1B796A379C",11,2
"117","384.1B796A3889",11,2
"118","384.1B796A3932",11,2
"119","384.1B796A3AF8",11,2
"120","384.1B796A3B53",11,2
"121","384.1B796A3D09",11,2
"122","384.1B796A3DCB",11,2
"123","384.1B796A3E02",11,2
"124","384.1B796A4C60",11,2
"125","384.1B796A4C9F",11,2
"126","384.1B796A4CB1",11,2
"127","384.1B796A4CDD",11,2
"128","384.1B796A4CE2",11,2
"129","384.1B796A4D5F",11,2
"130","384.1B796A4D7B",11,2
"131","384.1B796A4E19",11,2
"132","384.1B796A4E39",11,2
"133","384.1B796A4E45",11,2
"134","384.1B796A4E7E",11,2
"135","384.1B796A4EB3",11,2
"136","384.1B796A4EC4",11,2
"137","384.1B796A4F1A",11,2
"138","384.1B796A4F84",11,2
"139","384.1B796A5012",11,2
"140","384.1B796A5087",11,2
"141","384.1B796A50A2",11,2
"142","384.1B796A50B0",11,2
"143","384.1B796A51C8",11,2
"144","384.1B796A51D7",11,2
"145","384.1B796A520E",11,2
"146","384.1B796A523D",11,2
"147","384.1B796A52E6",11,2
"148","384.1B796A52E9",11,2
"149","384.1B796A52EB",11,2
"150","384.1B796A52FD",11,2
"151","384.1B796A5310",11,2
"152","384.1B796A533C",11,2
"153","384.1B796A53B7",11,2
"154","384.1B796A5471",11,2
"155","384.1B796A54BA",11,2
"156","384.1B796A5506",11,2
"157","384.1B796A553F",11,2
"158","384.1B796A554C",11,2
"159","384.1B796A5598",11,2
"160","384.1B796A559D",11,2
"161","384.1B796A55B3",11,2
"162","384.1B796A5623",11,2
"163","384.1B796A562D",11,2
"164","384.1B796A5666",11,2
"165","384.1B796A57D8",11,2
"166","384.1B796A57F7",11,2
"167","384.1B796A5864",11,2
"168","384.1B796A588D",11,2
"169","384.1B796A5898",11,2
"170","384.1B796A5913",11,2
"171","384.1B796A5993",11,2
"172","384.1B796A599D",11,2
"173","384.1B796A5A01",11,2
"174","384.1B796A5A8B",11,2
"175","384.1B796A5AD7",11,2
"176","384.1B796A5B29",11,2
"177","384.1B796A5B59",11,2
"178","384.1B796A5BD9",11,2
"179","384.1B796A5D12",11,2
"180","384.1B796A5DA0",11,2
"181","384.1B796A5DA8",11,2
"182","384.1B796A5E03",11,2
"183","384.1B796A5E95",11,2
"184","384.1B796A5F08",11,2
"185","384.1B796A601C",11,2
"186","384.1B796A60AA",11,2
"187","384.1B796A6100",11,2
"188","384.1B796A61B6",11,2
"189","384.1B796A61DD",11,2
"190","384.1B796A61E2",11,2
"191","384.1B796A624C",11,2
"192","384.1B796A6257",11,2
"193","384.1B796A6289",11,2
"194","384.1B796A62C7",11,2
"195","384.1B796A62D3",11,2
"196","384.1B796A6319",11,2
"197","384.1B796A6329",11,2
"198","384.1B796A6379",11,2
"199","384.1B796A63A6",11,2
"200","384.1B796A63C1",11,2
"201","384.1B796A63E1",11,2
"202","384.1B796A63F2",11,2
"203","384.1B796A6417",11,2
"204","384.1B796A641E",11,2
"205","384.1B796A6428",11,2
"206","384.1B796A642F",11,2
"207","384.1B796A6482",11,2
"208","384.1B796A64B5",11,2
"209","384.1B796A64DC",11,2
"210","384.1B796A652A",11,2
"211","384.1B796A6553",11,2
"212","384.1B796A65AE",11,2
"213","384.1B796A6618",11,2
"214","384.1B796A6619",11,2
"215","384.1B796A66AC",11,2
"216","384.1B796A6719",11,2
"217","384.1B796A6726",11,2
"218","384.1B796A6773",11,2
"219","384.1B796A6783",11,2
"220","384.1B796A678C",11,2
"221","384.1B796A6798",11,2
"222","384.1B796A67A2",11,2
"223","384.1B796A67A5",11,2
"224","384.1B796A67D4",11,2
"225","384.1B796A67EE",11,2
"226","384.1B796A6850",11,2
"227","384.1B796A686B",11,2
"228","384.1B796A68B0",11,2
"229","384.1B796A6931",11,2
"230","384.1B796A6941",11,2
"231","384.1B796A694A",11,2
"232","384.1B796A6971",11,2
"233","384.1B796A69BB",11,2
"234","384.1B796A69C2",11,2
"235","384.1B796A6A57",11,2
"236","384.1B796A6A91",11,2
"237","384.1B796A6B27",11,2
"238","384.1B796A6B5B",11,2
"239","384.1B796A6BBD",11,2
"240","384.1B796A6BD2",11,2
"241","384.1B796A6BF2",11,2
"242","384.1B796A6C15",11,2
"243","384.1B796A6C49",11,2
"244","384.1B796A6CAC",11,2
"245","384.1B796A6DF5",11,2
"246","384.1B796A6E4A",11,2
"247","384.1B796A6E88",11,2
"248","384.1B796A6E8A",11,2
"249","384.1B796A6F0A",11,2
"250","384.1B796A6F4D",11,2
"251","384.1B796A6F81",11,2
"252","384.1B796A6F97",11,2
"253","384.1B796A6FA2",11,2
"254","384.1B796A6FAC",11,2
"255","384.1B796A6FD0",11,2
"256","384.1B796A7003",11,2
"257","384.1B796A705C",11,2
"258","384.1B796A7097",11,2
"259","384.1B796A71EB",11,2
"260","384.1B796A71FF",11,2
"261","384.1B796A7202",11,2
"262","384.1B796A722D",11,2
"263","384.1B796A723A",11,2
"264","384.1B796A7297",11,2
"265","384.1B796A72A8",11,2
"266","384.1B796A7306",11,2
"267","384.1B796A7319",11,2
"268","384.1B796A732B",11,2
"269","384.1B796A7404",11,2
"270","384.1B796A7409",11,2
"271","384.1B796A7465",11,2
"272","384.1B796A74C9",11,2
"273","384.1B796A74CB",11,2
"274","384.1B796A74D1",11,2
"275","384.1B796A74DB",11,2
"276","384.1B796A7505",11,2
"277","384.1B796A75B4",11,2
"278","384.1B796A7696",11,2
"279","384.1B796A76E1",11,2
"280","384.1B796A76FF",11,2
"281","384.1B796A7700",11,2
"282","384.1B796A77C3",11,2
"283","384.1B796A783C",11,2
"284","384.1B796A78BB",11,2
"285","384.1B796A7901",11,2
"286","384.1B796A7904",11,2
"287","384.1B796A793A",11,2
"288","384.1B796A797A",11,2
"289","384.1B796A79A0",11,2
"290","384.1B796A79C2",11,2
"291","384.1B796A7A39",11,2
"292","384.1B796A7A62",11,2
"293","384.1B796A7A80",11,2
"294","384.1B796A7AD8",11,2
"295","384.1B796A7D4D",11,2
"296","384.1B796A7DA5",11,2
"297","384.1B796A7DBB",11,2
"298","384.1B796A7E72",11,2
"299","384.1B796A7F9D",11,2
"300","384.1B796A804B",11,2
"301","384.1B796A8089",11,2
"302","384.1B796A8099",11,2
"303","384.1B796A8332",11,2
"304","384.1B796A83D9",11,2
"305","384.1B796A8554",11,2
"306","384.1B796A85C3",11,2
"307","384.1B796A8913",11,2
"308","384.1B796A89B5",11,2
"309","384.1B796A8AE9",11,2
"310","384.1B796A8B02",11,2
"311","384.1B796A8E5B",11,2
"312","384.1B796A8EE1",11,2
"313","384.1B796A8F02",11,2
"314","384.1B796A8FC5",11,2
"315","384.1B796A9006",11,2
"316","384.1B796A9100",11,2
"317","384.1B796A9139",11,2
"318","384.1B796A922D",11,2
"319","384.1B796A9265",11,2
"320","384.1B796A92FA",11,2
"321","384.1B796A9424",11,2
"322","384.1B796A94E5",11,2
"323","384.1B796A9527",11,2
"324","384.1B796A9590",11,2
"325","384.1B796A95A9",11,2
"326","384.1B796A9659",11,2
"327","384.1B796A96AE",11,2
"328","384.1B796A96BA",11,2
"329","384.1B796A971C",11,2
"330","384.1B796A9738",11,2
"331","384.1B796B7FA3",11,2
"332","384.1B796D8947",11,2
"333","384.1B796D8A7A",11,2
"334","384.1B796D8C24",11,2
"335","384.1B796D8D03",11,2
"336","384.1B796D8E3B",11,2
"337","384.1B796D8E4F",11,2
"338","384.1B796D8ECD",11,2
"339","384.1B796D9023",11,2
"340","384.1B796D92C3",11,2
"341","384.1B796D9305",11,2
"342","384.1B796D932B",11,2
"343","384.1B796D9383",11,2
"344","384.1B796D938E",11,2
"345","384.1B796D9431",11,2
"346","384.1B796D9472",11,2
"347","384.1B796D94F9",11,2
"348","384.1B796D9546",11,2
"349","384.1B796D965D",11,2
"350","384.1B796D974C",11,2
"351","384.1B796D980A",11,2
"352","384.1B796D980B",11,2
"353","384.1B796D983B",11,2
"354","384.1B796D9888",11,2
"355","384.1B796D9920",11,2
"356","384.1B796D995B",11,2
"357","384.1B796D999A",11,2
"358","384.1B796D99D7",11,2
"359","384.1B796D99DE",11,2
"360","384.1B796D9A69",11,2
"361","384.1B796D9B3A",11,2
"362","384.1B796D9B7F",11,2
"363","384.1B796D9BA9",11,2
"364","384.1B796D9BDF",11,2
"365","384.1B796D9CB1",11,2
"366","384.1B796D9D1B",11,2
"367","384.1B796D9D1C",11,2
"368","384.1B796D9DC6",11,2
"369","384.1B796DDC87",11,2
"370","384.1B796EECE9",11,2
"371","384.1B796EF13A",11,2
"372","384.1B796EF18D",11,2
"373","384.1B796EF371",11,2
"374","384.1B796EF487",11,2
"375","384.1B796EF4FF",11,2
"376","384.1B796EF5C5",11,2
"377","384.1B796EF61E",11,2
"378","384.1B796EF628",11,2
"379","384.1B796EF7B3",11,2
"380","384.1B796EF845",11,2
"381","384.1B796EF99C",11,2
"382","384.1B796EFAF8",11,2
"383","384.1B796EFB1E",11,2
"384","384.1B796EFB7D",11,2
"385","384.1B796EFC3A",11,2
"386","384.1B796EFD3A",11,2
"387","384.1B796EFD8E",11,2
"388","384.1B79725BC4",8,1
"389","384.1B7972997B",8,1
"390","384.1B7972A49E",8,1
"391","384.1B79731308",8,1
"392","384.1B79743F99",8,1
"393","384.1B79748280",8,1
"394","384.1B79748576",8,1
"395","384.1B797487E5",8,1
"396","384.1B79759CC6",8,1
"397","384.1B7975A27F",8,1
"398","384.36F2B32321",2,1
"399","384.36F2B32373",2,1
"400","384.36F2B32437",2,1
"401","384.36F2B32565",2,1
"402","384.36F2B32A33",9,1
"403","384.36F2B32C9A",9,1
"404","384.36F2B34A71",9,2
"405","384.36F2B34B1A",9,2
"406","384.36F2B34C4A",9,2
"407","384.36F2B34C5D",9,2
"408","384.36F2B34D48",9,2
"409","384.36F2B34EB9",9,2
"410","384.36F2B34FEC",9,2
"411","384.36F2B34FF8",9,2
"412","384.36F2B35051",9,2
"413","384.36F2B35088",9,2
"414","384.36F2B35105",9,2
"415","384.36F2B351EC",9,2
"416","384.36F2B35214",9,2
"417","384.36F2B35218",9,2
"418","384.36F2B352A9",9,2
"419","384.36F2B352D8",9,2
"420","384.36F2B3535E",9,2
"421","384.36F2B3542A",9,2
"422","384.36F2B35504",9,2
"423","384.36F2B35572",9,2
"424","384.36F2B35588",9,2
"425","384.36F2B357BC",9,2
"426","384.36F2B357D4",9,2
"427","384.36F2B3584A",9,2
"428","384.36F2B35908",9,2
"429","384.36F2B35910",9,2
"430","384.36F2B35A3B",9,2
"431","384.36F2B35A58",9,2
"432","384.36F2B35A64",9,2
"433","384.36F2B35B87",9,2
"434","384.36F2B35B8D",9,2
"435","384.36F2B35C19",9,2
"436","384.36F2B35D0F",9,2
"437","384.36F2B35D35",9,2
"438","384.36F2B3616D",9,2
"439","384.36F2B36200",9,2
"440","384.36F2B364DB",9,2
"441","384.36F2B365BC",9,2
"442","384.36F2B365CE",9,2
"443","384.36F2B36661",9,2
"444","384.36F2B36740",9,2
"445","384.36F2B368F7",9,2
"446","384.36F2B36AD6",9,2
"447","384.36F2B36ADF",9,2
"448","384.36F2B36B65",9,2
"449","384.36F2B36B72",9,2
"450","384.36F2B36BAC",9,2
"451","384.36F2B36EB0",9,2
"452","384.36F2B36FA5",9,2
"453","384.36F2B36FE5",9,2
"454","384.36F2B36FE9",9,2
"455","384.36F2B442DB",2,1
"456","384.36F2B442F8",2,1
"457","384.36F2B483BC",9,2
"458","384.36F2B4855E",9,2
"459","384.36F2B48579",9,2
"460","384.36F2B48714",9,2
"461","384.36F2B487AE",9,2
"462","384.36F2B487E3",9,2
"463","384.36F2B487FB",9,2
"464","384.36F2B48819",9,2
"465","384.36F2B4887B",9,2
"466","384.36F2B48896",9,2
"467","384.36F2B48917",9,2
"468","384.36F2B48973",9,2
"469","384.36F2B489EC",9,2
"470","384.36F2B489F1",9,2
"471","384.36F2B48A39",9,2
"472","384.36F2B48A58",9,2
"473","384.36F2B48A7D",9,2
"474","384.36F2B48A9E",9,2
"475","384.36F2B48AEC",9,2
"476","384.36F2B48B05",9,2
"477","384.36F2B48B2C",9,2
"478","384.36F2B48B2E",9,2
"479","384.36F2B48BB3",9,2
"480","384.36F2B48BE9",9,2
"481","384.36F2B48C4D",9,2
"482","384.36F2B48D52",9,2
"483","384.36F2B48DBA",9,2
"484","384.36F2B48DBC",9,2
"485","384.36F2B48DD7",9,2
"486","384.36F2B48DEA",9,2
"487","384.36F2B48E23",9,2
"488","384.36F2B48E80",9,2
"489","384.36F2B48EA4",9,2
"490","384.36F2B48F17",9,2
"491","384.36F2B48F61",9,2
"492","384.36F2B48FA6",9,2
"493","384.36F2B48FE2",9,2
"494","384.36F2B490E5",9,2
"495","384.36F2B49123",9,2
"496","384.36F2B49138",9,2
"497","384.36F2B4913D",9,2
"498","384.36F2B49194",9,2
"499","384.36F2B49220",9,2
"500","384.36F2B49260",9,2
"501","384.36F2B49311",9,2
"502","384.36F2B4944D",9,2
"503","384.36F2B4945C",9,2
"504","384.36F2B4949F",9,2
"505","384.36F2B495D7",9,2
"506","384.36F2B49608",9,2
"507","384.36F2B49634",9,2
"508","384.36F2B49695",9,2
"509","384.36F2B49705",9,2
"510","384.36F2B49766",9,2
"511","384.36F2B49791",9,2
"512","384.36F2B497EA",9,2
"513","384.36F2B497F3",9,2
"514","384.36F2B49A76",9,2
"515","384.36F2B49C31",9,2
"516","384.36F2B49C65",9,2
"517","384.36F2B49C92",9,2
"518","384.36F2B49CA8",9,2
"519","384.36F2B49D34",9,2
"520","384.36F2B49F15",9,1
"521","384.36F2B49F31",9,1
"522","384.36F2B49F40",9,1
"523","384.36F2B49F74",9,1
"524","384.36F2B4A130",9,1
"525","384.36F2B4A316",9,1
"526","384.36F2B4A458",9,1
"527","384.36F2B4A488",9,1
"528","384.36F2B4B124",9,1
"529","384.36F2B4B166",9,1
"530","384.36F2B4BA69",9,1
"531","384.36F2B4BD31",9,1
"532","384.36F2B4BD66",9,1
"533","384.36F2B4BF0D",9,1
"534","384.36F2B4BF5D",9,1
"535","384.36F2B4D8D4",9,1
"536","384.36F2B4DA1F",9,1
"537","384.36F2B4DA6E",9,1
"538","384.36F2B4DBCC",9,1
"539","384.36F2B4E9CC",9,1
"540","384.36F2B4EA39",9,2
"541","384.36F2B4EA65",9,2
"542","384.36F2B4EA76",9,2
"543","384.36F2B4EB3C",9,2
"544","384.36F2B4EB6E",9,2
"545","384.36F2B4EBA1",9,2
"546","384.36F2B4EC05",9,2
"547","384.36F2B4EC19",9,2
"548","384.36F2B4EC26",9,2
"549","384.36F2B4ECC3",9,2
"550","384.36F2B4ECD4",9,2
"551","384.36F2B4ED58",9,2
"552","384.36F2B4EDC9",9,2
"553","384.36F2B4EE83",9,2
"554","384.36F2B4F407",9,2
"555","384.36F2B4F550",9,2
"556","384.36F2B4F651",9,2
"557","384.36F2B4F6E2",9,2
"558","384.36F2B4F797",9,2
"559","384.36F2B4F8C3",9,2
"560","384.36F2B4F997",9,2
"561","384.36F2B4F9A4",9,2
"562","384.36F2B4FCAB",9,2
"563","384.36F2B4FD46",9,2
"564","384.36F2B50030",9,2
"565","384.36F2B50052",9,2
"566","384.36F2B50053",9,2
"567","384.36F2B50539",9,2
"568","384.36F2B5A9DF",6,1
"569","384.36F2B5AA76",6,1
"570","384.3B23946D56",11,2
"571","384.3B2394735F",11,2
"572","384.3B239479E3",11,2
"573","384.3B23947BE7",11,2
"574","384.3B23947C7D",11,2
"575","384.3B23947D97",11,2
"576","384.3B23947DF9",11,2
"577","384.3B23947E22",11,2
"578","384.3B23948433",2,2
"579","384.3B239487BD",11,2
"580","384.3B239487CD",11,2
"581","384.3B23948826",11,2
"582","384.3B23948870",11,2
"583","384.3B23948899",11,2
"584","384.3B23948A2F",11,2
"585","384.3B23948A4A",11,2
"586","384.3B239495C2",11,2
"587","384.3B2394973E",11,2
"588","384.3B239498C0",11,2
"589","384.3B239498D9",11,2
"590","384.3B2394A27D",11,2
"591","384.3B2394A29F",11,2
"592","384.3B2394A2A7",11,2
"593","384.3B2394A34E",11,2
"594","384.3B2394A39A",11,2
"595","384.3B2394A3ED",11,2
"596","384.3B2394A49E",11,2
"597","384.3B2394A8F5",11,2
"598","384.3B2394AF7B",11,2
"599","384.3B2394AFA1",11,2
"600","384.3B2394BA4F",11,2
"601","384.3B2394BC46",11,2
"602","384.3B2394BC84",11,2
"603","384.3B2394BC93",11,2
"604","384.3B2394BD00",11,2
"605","384.3B2394BD56",11,2
"606","384.3B2394BD71",11,2
"607","384.3B2394BF96",11,2
"608","384.3B2394C9B2",11,2
"609","384.3B2394CB8C",11,2
"610","384.3B2394CBE1",11,2
"611","384.3B2394CE2E",11,2
"612","384.3B2394CE97",11,2
"613","384.3B2394D8FA",11,2
"614","384.3B2394D99D",11,2
"615","384.3B2394DA14",2,2
"616","384.3B2394E661",11,2
"617","384.3B2394E704",11,2
"618","384.3B2394E9C4",11,2
"619","384.3B2394E9ED",11,2
"620","384.3B2394EA0D",11,2
"621","384.3B2394F2B9",11,2
"622","384.3B2394F52D",11,2
"623","384.3B2394F597",11,2
"624","384.3B2394FC86",11,2
"625","384.3B2394FE4A",11,2
"626","384.3B2394FE73",11,2
"627","384.3B23950405",11,2
"628","384.3B2395114F",11,2
"629","384.3B23951933",11,2
"630","384.3B23951BF7",16,1
"631","384.3B23952586",11,2
"632","384.3B23954D88",11,2
"633","384.3B23955AB2",11,2
"634","384.3B2395644D",2,2
"635","384.3B23956A99",2,2
"636","384.3B23959051",11,2
"637","384.3B2395911F",11,2
"638","384.3B23959A61",11,2
"639","384.3B2395B04A",11,2
"640","384.3B2395B083",11,2
"641","384.3B2395B55C",11,2
"642","384.3B2395B86A",11,2
"643","384.3B2395B922",11,2
"644","384.3B2395BB59",11,2
"645","384.3B2395BB7F",11,2
"646","384.3B2395BC5F",11,2
"647","384.3B2395BDB3",11,2
"648","384.3B2395C545",2,2
"649","384.3B2395CB20",11,2
"650","384.3B2395CB67",11,2
"651","384.3B2395CDA6",11,2
"652","384.3B2395CDCA",11,2
"653","384.3B2395CE3D",11,2
"654","384.3B2395CEAD",11,2
"655","384.3B2395CEB2",11,2
"656","384.3B2395CF47",11,2
"657","384.3B2395CF5A",11,2
"658","384.3B2395CF78",11,2
"659","384.3B2395CFBE",11,2
"660","384.3B2395D012",11,2
"661","384.3B2395D0B7",11,2
"662","384.3B2395D0D8",11,2
"663","384.3B2395D126",11,2
"664","384.3B2395D396",2,2
"665","384.3B2395D880",11,2
"666","384.3B2395D94D",2,2
"667","384.3B2395DCBD",11,2
"668","384.3B2395DCC4",11,2
"669","384.3B2395DCDB",11,2
"670","384.3B2395DD96",11,2
"671","384.3B2395DD9A",11,2
"672","384.3B2395DE07",11,2
"673","384.3B2395E0BD",2,2
"674","384.3B2395E19F",11,2
"675","384.3B2395E8D5",2,2
"676","384.3B2395E97B",11,2
"677","384.3B2395E97F",11,2
"678","384.3B2395E984",11,2
"679","384.3B2395E9EB",11,2
"680","384.3B2395EA98",2,1
"681","384.3B2395EDCE",11,2
"682","384.3B2395EFD5",2,1
"683","384.3B2395EFF8",11,2
"684","384.3B2395F6C6",11,2
"685","384.3B2395F6DA",11,2
"686","384.3B2395F6EF",11,2
"687","384.3B2395F72A",11,2
"688","384.3B2395F8AE",11,2
"689","384.3B2395F8BB",11,2
"690","384.3B2395F93B",11,2
"691","384.3B2395F9D1",11,2
"692","384.3B2395F9F6",11,2
"693","384.3B2395FB54",11,2
"694","384.3B2395FB88",11,2
"695","384.3B2395FB9E",11,2
"696","384.3B2395FC02",11,2
"697","384.3B239603BF",11,2
"698","384.3B239604A5",11,2
"699","384.3B23960562",2,2
"700","384.3B239605F2",11,2
"701","384.3B23960617",11,2
"702","384.3B239607B0",11,2
"703","384.3B239607EC",11,2
"704","384.3B23961112",11,2
"705","384.3B2396113A",11,2
"706","384.3B23961161",2,2
"707","384.3B239612A6",11,2
"708","384.3B239615F1",11,2
"709","384.3B23961605",11,2
"710","384.3B23961660",2,2
"711","384.3B239618B6",11,2
"712","384.3B23961A21",16,1
"713","384.3B23961F79",11,2
"714","384.3B23961FA4",11,2
"715","384.3B23961FB3",11,2
"716","384.3B23962039",2,2
"717","384.3B2396205E",11,2
"718","384.3B23962269",11,2
"719","384.3B2396230B",11,2
"720","384.3B23962343",11,2
"721","384.3B2396237D",11,2
"722","384.3B23962466",11,2
"723","384.3B23962B71",2,2
"724","384.3B23962B75",11,2
"725","384.3B23962BC6",11,2
"726","384.3B23962DDB",11,2
"727","384.3B23962E46",11,2
"728","384.3B23962EC9",11,2
"729","384.3B23962F3D",11,2
"730","384.3B23963048",11,2
"731","384.3B23963247",16,1
"732","384.3B239632A0",11,2
"733","384.3B239637FC",11,2
"734","384.3B2396390B",11,2
"735","384.3B2396395A",11,2
"736","384.3B23963967",11,2
"737","384.3B23963AD1",2,2
"738","384.3B23963E77",2,2
"739","384.3B23963F2D",11,2
"740","384.3B23964049",11,2
"741","384.3B23964096",11,2
"742","384.3B2396417C",11,2
"743","384.3B239642EE",11,2
"744","384.3B23964365",2,2
"745","384.3B23964D0F",11,2
"746","384.3B23964D6C",11,2
"747","384.3B23964E4B",11,2
"748","384.3B23964E58",11,2
"749","384.3B23964F3C",11,2
"750","384.3B2396506A",11,2
"751","384.3B239650A9",11,2
"752","384.3B239650F3",11,2
"753","384.3B23965148",11,2
"754","384.3B239651B3",11,2
"755","384.3B23965228",11,2
"756","384.3B2396529E",11,2
"757","384.3B239652C1",11,2
"758","384.3B23965304",11,2
"759","384.3B23965476",11,2
"760","384.3B239654A4",11,2
"761","384.3B23965510",11,2
"762","384.3B2396551C",11,2
"763","384.3B23965540",11,2
"764","384.3B2396559F",11,2
"765","384.3B239655B6",11,2
"766","384.3B2396573F",11,2
"767","384.3B23965836",11,2
"768","384.3B2396597D",11,2
"769","384.3B239659D3",11,2
"770","384.3B23965A06",11,2
"771","384.3B23965CE5",11,2
"772","384.3B23965D20",11,2
"773","384.3B23965D66",11,2
"774","384.3B23965EEB",11,2
"775","384.3B23965FD1",11,2
"776","384.3B23965FEE",11,2
"777","384.3B23966005",11,2
"778","384.3B23966082",11,2
"779","384.3B239660B4",11,2
"780","384.3B239660BF",11,2
"781","384.3B2396637D",11,2
"782","384.3B23966404",11,2
"783","384.3B23966750",11,2
"784","384.3B2396678F",11,2
"785","384.3B239667E0",11,2
"786","384.3B239668AC",2,2
"787","384.3B23966AE6",11,2
"788","384.3B23966B01",11,2
"789","384.3B23966BC1",11,2
"790","384.3B23966C92",11,2
"791","384.3B23966CB3",11,2
"792","384.3B23966D9D",11,2
"793","384.3B239670AD",11,2
"794","384.3B239671FA",11,2
"795","384.3B2396726D",11,2
"796","384.3B23967341",11,2
"797","384.3B239673F8",11,2
"798","384.3B239674A1",11,2
"799","384.3B239674BE",11,2
"800","384.3B239674C1",11,2
"801","384.3B23967513",11,2
"802","384.3B23967645",11,2
"803","384.3B239677AF",11,2
"804","384.3B2396782E",11,2
"805","384.3B23967965",11,2
"806","384.3B239679F7",11,2
"807","384.3B23967A63",11,2
"808","384.3B23967AEB",11,2
"809","384.3B23967C7D",11,2
"810","384.3B23967E12",11,2
"811","384.3B23967E42",11,2
"812","384.3B23967E84",11,2
"813","384.3B23967FFB",11,2
"814","384.3B23968010",11,2
"815","384.3B2396804B",11,2
"816","384.3B23968071",11,2
"817","384.3B23968169",11,2
"818","384.3B2396816D",11,2
"819","384.3B23968188",11,2
"820","384.3B239681AE",11,2
"821","384.3B239681DF",11,2
"822","384.3B239683EE",11,2
"823","384.3B2396844A",11,2
"824","384.3B239685FB",11,2
"825","384.3B239688C2",11,2
"826","384.3B23968920",11,2
"827","384.3B23968992",11,2
"828","384.3B23968C06",11,2
"829","384.3B23968C3C",11,2
"830","384.3B23968C8F",2,2
"831","384.3B23968D9C",11,2
"832","384.3B23968DCE",11,2
